Statistic ; Generation ; Individuals ; SucessRate ; Time ; FunctionCalls
0 ; 0,000000 ; 64,000000 ; 0,000000 ; 0,000000 ; 0,000000 ; 
1 ; 1,000000 ; 67,000000 ; 0,000000 ; 0,000000 ; 110,000000 ; 
2 ; 2,000000 ; 66,000000 ; 0,000000 ; 1141,000000 ; 222,000000 ; 
3 ; 3,000000 ; 68,000000 ; 0,000000 ; 1969,000000 ; 334,000000 ; 
4 ; 4,000000 ; 65,000000 ; 0,000000 ; 2687,000000 ; 447,000000 ; 
5 ; 5,000000 ; 72,000000 ; 0,000000 ; 3265,000000 ; 562,000000 ; 
6 ; 6,000000 ; 67,000000 ; 0,000000 ; 3547,000000 ; 668,000000 ; 
7 ; 7,000000 ; 67,000000 ; 0,000000 ; 3898,000000 ; 780,000000 ; 
8 ; 8,000000 ; 68,000000 ; 0,000000 ; 4179,000000 ; 884,000000 ; 
9 ; 9,000000 ; 67,000000 ; 0,000000 ; 4543,000000 ; 997,000000 ; 
10 ; 10,000000 ; 72,000000 ; 0,000000 ; 4934,000000 ; 1099,000000 ; 
11 ; 11,000000 ; 71,000000 ; 0,000000 ; 5137,000000 ; 1210,000000 ; 
12 ; 12,000000 ; 71,000000 ; 0,000000 ; 5543,000000 ; 1323,000000 ; 
13 ; 13,000000 ; 71,000000 ; 0,000000 ; 5808,000000 ; 1434,000000 ; 
14 ; 14,000000 ; 67,000000 ; 0,000000 ; 6340,000000 ; 1551,000000 ; 
15 ; 15,000000 ; 72,000000 ; 0,000000 ; 6465,000000 ; 1655,000000 ; 
16 ; 16,000000 ; 76,000000 ; 0,000000 ; 6887,000000 ; 1759,000000 ; 
17 ; 17,000000 ; 73,000000 ; 0,000000 ; 7293,000000 ; 1875,000000 ; 
18 ; 18,000000 ; 73,000000 ; 0,000000 ; 7399,000000 ; 1990,000000 ; 
19 ; 19,000000 ; 72,000000 ; 0,000000 ; 7758,000000 ; 2103,000000 ; 
20 ; 20,000000 ; 68,000000 ; 0,000000 ; 8159,000000 ; 2218,000000 ; 
21 ; 21,000000 ; 70,000000 ; 0,000000 ; 8347,000000 ; 2330,000000 ; 
22 ; 22,000000 ; 65,000000 ; 0,000000 ; 8581,000000 ; 2448,000000 ; 
23 ; 23,000000 ; 70,000000 ; 0,000000 ; 8831,000000 ; 2560,000000 ; 
24 ; 24,000000 ; 67,000000 ; 0,000000 ; 9394,000000 ; 2672,000000 ; 
25 ; 25,000000 ; 70,000000 ; 0,000000 ; 9628,000000 ; 2780,000000 ; 
26 ; 26,000000 ; 71,000000 ; 0,000000 ; 9831,000000 ; 2886,000000 ; 
27 ; 27,000000 ; 82,000000 ; 0,000000 ; 10101,000000 ; 2986,000000 ; 
28 ; 28,000000 ; 73,000000 ; 0,000000 ; 10429,000000 ; 3102,000000 ; 
29 ; 29,000000 ; 71,000000 ; 0,000000 ; 10788,000000 ; 3216,000000 ; 
30 ; 30,000000 ; 69,000000 ; 0,000000 ; 10976,000000 ; 3328,000000 ; 
31 ; 31,000000 ; 72,000000 ; 0,000000 ; 11162,000000 ; 3441,000000 ; 
32 ; 32,000000 ; 76,000000 ; 0,000000 ; 11537,000000 ; 3545,000000 ; 
33 ; 33,000000 ; 71,000000 ; 0,000000 ; 12053,000000 ; 3654,000000 ; 
34 ; 34,000000 ; 69,000000 ; 0,000000 ; 12224,000000 ; 3764,000000 ; 
35 ; 35,000000 ; 68,000000 ; 0,000000 ; 12396,000000 ; 3875,000000 ; 
36 ; 36,000000 ; 74,000000 ; 0,000000 ; 12677,000000 ; 3981,000000 ; 
37 ; 37,000000 ; 67,000000 ; 0,000000 ; 13006,000000 ; 4086,000000 ; 
38 ; 38,000000 ; 67,000000 ; 0,000000 ; 13396,000000 ; 4195,000000 ; 
39 ; 39,000000 ; 75,000000 ; 0,000000 ; 13575,000000 ; 4298,000000 ; 
40 ; 40,000000 ; 76,000000 ; 0,000000 ; 13895,000000 ; 4400,000000 ; 
41 ; 41,000000 ; 77,000000 ; 0,000000 ; 14286,000000 ; 4503,000000 ; 
42 ; 42,000000 ; 81,000000 ; 0,000000 ; 14458,000000 ; 4610,000000 ; 
43 ; 43,000000 ; 78,000000 ; 0,000000 ; 14721,000000 ; 4718,000000 ; 
44 ; 44,000000 ; 79,000000 ; 0,000000 ; 15039,000000 ; 4828,000000 ; 
45 ; 45,000000 ; 79,000000 ; 0,000000 ; 15337,000000 ; 4930,000000 ; 
46 ; 46,000000 ; 82,000000 ; 0,000000 ; 15735,000000 ; 5032,000000 ; 
47 ; 47,000000 ; 81,000000 ; 0,000000 ; 15969,000000 ; 5143,000000 ; 
48 ; 48,000000 ; 81,000000 ; 0,000000 ; 16358,000000 ; 5243,000000 ; 
49 ; 49,000000 ; 85,000000 ; 0,000000 ; 16496,000000 ; 5339,000000 ; 
50 ; 50,000000 ; 102,000000 ; 0,000000 ; 16962,000000 ; 5437,000000 ; 
51 ; 51,000000 ; 85,000000 ; 0,000000 ; 17099,000000 ; 5548,000000 ; 
52 ; 52,000000 ; 98,000000 ; 0,000000 ; 17355,000000 ; 5643,000000 ; 
53 ; 53,000000 ; 102,000000 ; 0,000000 ; 17674,000000 ; 5746,000000 ; 
54 ; 54,000000 ; 97,000000 ; 0,000000 ; 18121,000000 ; 5852,000000 ; 
55 ; 55,000000 ; 104,000000 ; 0,000000 ; 18278,000000 ; 5944,000000 ; 
56 ; 56,000000 ; 107,000000 ; 0,000000 ; 18573,000000 ; 6035,000000 ; 
57 ; 57,000000 ; 101,000000 ; 1,000000 ; 18890,000000 ; 6129,000000 ; 
58 ; 58,000000 ; 112,000000 ; 1,000000 ; 19384,000000 ; 6224,000000 ; 
59 ; 59,000000 ; 104,000000 ; 1,000000 ; 19587,000000 ; 6322,000000 ; 
60 ; 60,000000 ; 107,000000 ; 1,000000 ; 19994,000000 ; 6419,000000 ; 
61 ; 61,000000 ; 116,000000 ; 1,000000 ; 20290,000000 ; 6509,000000 ; 
62 ; 62,000000 ; 105,000000 ; 1,000000 ; 20681,000000 ; 6604,000000 ; 
63 ; 63,000000 ; 96,000000 ; 1,000000 ; 20994,000000 ; 6704,000000 ; 
64 ; 64,000000 ; 113,000000 ; 1,000000 ; 21275,000000 ; 6778,000000 ; 
65 ; 65,000000 ; 104,000000 ; 1,000000 ; 21681,000000 ; 6862,000000 ; 
66 ; 66,000000 ; 118,000000 ; 1,000000 ; 21837,000000 ; 6943,000000 ; 
67 ; 67,000000 ; 116,000000 ; 1,000000 ; 22290,000000 ; 7027,000000 ; 
68 ; 68,000000 ; 108,000000 ; 1,000000 ; 22806,000000 ; 7123,000000 ; 
69 ; 69,000000 ; 127,000000 ; 1,000000 ; 23072,000000 ; 7205,000000 ; 
70 ; 70,000000 ; 112,000000 ; 1,000000 ; 23212,000000 ; 7298,000000 ; 
71 ; 71,000000 ; 119,000000 ; 1,000000 ; 23540,000000 ; 7381,000000 ; 
72 ; 72,000000 ; 116,000000 ; 1,000000 ; 23962,000000 ; 7477,000000 ; 
73 ; 73,000000 ; 119,000000 ; 1,000000 ; 24118,000000 ; 7566,000000 ; 
74 ; 74,000000 ; 117,000000 ; 1,000000 ; 24400,000000 ; 7648,000000 ; 
75 ; 75,000000 ; 118,000000 ; 1,000000 ; 24806,000000 ; 7730,000000 ; 
76 ; 76,000000 ; 123,000000 ; 1,000000 ; 24946,000000 ; 7810,000000 ; 
77 ; 77,000000 ; 119,000000 ; 1,000000 ; 25228,000000 ; 7891,000000 ; 
78 ; 78,000000 ; 120,000000 ; 1,000000 ; 25603,000000 ; 7971,000000 ; 
79 ; 79,000000 ; 116,000000 ; 1,000000 ; 25899,000000 ; 8063,000000 ; 
80 ; 80,000000 ; 119,000000 ; 1,000000 ; 26181,000000 ; 8141,000000 ; 
81 ; 81,000000 ; 124,000000 ; 1,000000 ; 26509,000000 ; 8230,000000 ; 
82 ; 82,000000 ; 110,000000 ; 1,000000 ; 26649,000000 ; 8325,000000 ; 
83 ; 83,000000 ; 117,000000 ; 1,000000 ; 26931,000000 ; 8411,000000 ; 
84 ; 84,000000 ; 117,000000 ; 1,000000 ; 27181,000000 ; 8497,000000 ; 
85 ; 85,000000 ; 123,000000 ; 1,000000 ; 27540,000000 ; 8577,000000 ; 
86 ; 86,000000 ; 125,000000 ; 1,000000 ; 27946,000000 ; 8655,000000 ; 
87 ; 87,000000 ; 125,000000 ; 1,000000 ; 28177,000000 ; 8737,000000 ; 
88 ; 88,000000 ; 123,000000 ; 1,000000 ; 28442,000000 ; 8825,000000 ; 
89 ; 89,000000 ; 118,000000 ; 1,000000 ; 28755,000000 ; 8918,000000 ; 
90 ; 90,000000 ; 120,000000 ; 1,000000 ; 29114,000000 ; 9004,000000 ; 
91 ; 91,000000 ; 119,000000 ; 1,000000 ; 29302,000000 ; 9092,000000 ; 
92 ; 92,000000 ; 118,000000 ; 1,000000 ; 29567,000000 ; 9182,000000 ; 
93 ; 93,000000 ; 120,000000 ; 1,000000 ; 30031,000000 ; 9277,000000 ; 
94 ; 94,000000 ; 127,000000 ; 1,000000 ; 30156,000000 ; 9366,000000 ; 
95 ; 95,000000 ; 124,000000 ; 1,000000 ; 30437,000000 ; 9449,000000 ; 
96 ; 96,000000 ; 121,000000 ; 1,000000 ; 30843,000000 ; 9535,000000 ; 
97 ; 97,000000 ; 121,000000 ; 1,000000 ; 30937,000000 ; 9635,000000 ; 
98 ; 98,000000 ; 126,000000 ; 1,000000 ; 31406,000000 ; 9726,000000 ; 
99 ; 99,000000 ; 119,000000 ; 1,000000 ; 31749,000000 ; 9820,000000 ; 
100 ; 100,000000 ; 123,000000 ; 1,000000 ; 31890,000000 ; 9905,000000 ; 
