Statistic ; BestFitness ; Generation ; GeneticDiversity ; Individuals ; SelectedGenotypes ; SelectedIndividuals ; SucessRate ; Time ; FunctionCalls
0 ; 8,000000 ; 0,000000 ; 0,990674 ; 64,000000 ; 0,000000 ; 0,000000 ; 0,000000 ; 16,000000 ; 0,000000 ; 
1 ; 8,000000 ; 3,000000 ; 0,961542 ; 65,000000 ; 56,000000 ; 128,000000 ; 0,000000 ; 409,000000 ; 328,000000 ; 
2 ; 8,000000 ; 6,000000 ; 0,844268 ; 69,000000 ; 49,000000 ; 128,000000 ; 0,000000 ; 1206,000000 ; 657,000000 ; 
3 ; 16,000000 ; 9,000000 ; 0,639203 ; 75,000000 ; 50,000000 ; 128,000000 ; 0,000000 ; 1966,000000 ; 1000,000000 ; 
4 ; 16,000000 ; 12,000000 ; 0,553294 ; 71,000000 ; 55,000000 ; 128,000000 ; 0,000000 ; 2439,000000 ; 1345,000000 ; 
5 ; 24,000000 ; 15,000000 ; 0,513813 ; 67,000000 ; 40,000000 ; 128,000000 ; 0,000000 ; 2747,000000 ; 1680,000000 ; 
6 ; 24,000000 ; 18,000000 ; 0,469410 ; 67,000000 ; 53,000000 ; 128,000000 ; 0,000000 ; 3086,000000 ; 2016,000000 ; 
7 ; 32,000000 ; 21,000000 ; 0,374919 ; 66,000000 ; 48,000000 ; 128,000000 ; 0,000000 ; 3531,000000 ; 2352,000000 ; 
8 ; 40,000000 ; 24,000000 ; 0,360236 ; 70,000000 ; 48,000000 ; 128,000000 ; 0,000000 ; 3750,000000 ; 2689,000000 ; 
9 ; 40,000000 ; 27,000000 ; 0,349044 ; 69,000000 ; 60,000000 ; 128,000000 ; 0,000000 ; 4003,000000 ; 3010,000000 ; 
10 ; 40,000000 ; 30,000000 ; 0,336620 ; 67,000000 ; 50,000000 ; 128,000000 ; 0,000000 ; 4255,000000 ; 3335,000000 ; 
11 ; 48,000000 ; 34,000000 ; 0,270259 ; 70,000000 ; 49,000000 ; 128,000000 ; 0,000000 ; 4514,000000 ; 3762,000000 ; 
12 ; 48,000000 ; 37,000000 ; 0,276064 ; 69,000000 ; 56,000000 ; 128,000000 ; 0,000000 ; 4717,000000 ; 4098,000000 ; 
13 ; 48,000000 ; 40,000000 ; 0,276822 ; 70,000000 ; 47,000000 ; 128,000000 ; 0,000000 ; 4920,000000 ; 4442,000000 ; 
14 ; 56,000000 ; 43,000000 ; 0,274324 ; 69,000000 ; 49,000000 ; 128,000000 ; 0,000000 ; 5081,000000 ; 4773,000000 ; 
15 ; 56,000000 ; 46,000000 ; 0,273122 ; 73,000000 ; 53,000000 ; 128,000000 ; 0,000000 ; 5222,000000 ; 5103,000000 ; 
16 ; 56,000000 ; 49,000000 ; 0,257258 ; 67,000000 ; 51,000000 ; 128,000000 ; 0,000000 ; 5394,000000 ; 5441,000000 ; 
17 ; 56,000000 ; 52,000000 ; 0,251313 ; 67,000000 ; 48,000000 ; 128,000000 ; 0,000000 ; 5566,000000 ; 5764,000000 ; 
18 ; 56,000000 ; 55,000000 ; 0,250675 ; 67,000000 ; 49,000000 ; 128,000000 ; 0,000000 ; 5691,000000 ; 6097,000000 ; 
19 ; 56,000000 ; 58,000000 ; 0,257474 ; 67,000000 ; 59,000000 ; 128,000000 ; 0,000000 ; 5878,000000 ; 6431,000000 ; 
20 ; 56,000000 ; 61,000000 ; 0,273155 ; 71,000000 ; 58,000000 ; 128,000000 ; 0,000000 ; 5994,000000 ; 6776,000000 ; 
21 ; 64,000000 ; 64,000000 ; 0,279942 ; 65,000000 ; 53,000000 ; 128,000000 ; 0,000000 ; 6166,000000 ; 7109,000000 ; 
22 ; 64,000000 ; 68,000000 ; 0,301491 ; 73,000000 ; 56,000000 ; 128,000000 ; 0,000000 ; 6369,000000 ; 7534,000000 ; 
23 ; 64,000000 ; 71,000000 ; 0,290026 ; 68,000000 ; 54,000000 ; 128,000000 ; 0,000000 ; 6494,000000 ; 7874,000000 ; 
24 ; 64,000000 ; 74,000000 ; 0,264333 ; 71,000000 ; 51,000000 ; 128,000000 ; 0,000000 ; 6666,000000 ; 8197,000000 ; 
25 ; 72,000000 ; 77,000000 ; 0,154904 ; 70,000000 ; 41,000000 ; 128,000000 ; 0,000000 ; 6822,000000 ; 8530,000000 ; 
26 ; 72,000000 ; 80,000000 ; 0,146520 ; 69,000000 ; 48,000000 ; 128,000000 ; 0,000000 ; 6978,000000 ; 8866,000000 ; 
27 ; 64,000000 ; 83,000000 ; 0,156555 ; 72,000000 ; 55,000000 ; 128,000000 ; 0,000000 ; 7134,000000 ; 9193,000000 ; 
28 ; 64,000000 ; 86,000000 ; 0,168230 ; 72,000000 ; 57,000000 ; 128,000000 ; 0,000000 ; 7275,000000 ; 9515,000000 ; 
