Statistic ; Generation ; Individuals ; SucessRate ; Time ; FunctionCalls
0 ; 0,000000 ; 64,000000 ; 0,000000 ; 0,000000 ; 0,000000 ; 
1 ; 1,000000 ; 64,000000 ; 0,000000 ; 0,000000 ; 121,000000 ; 
2 ; 2,000000 ; 64,000000 ; 0,000000 ; 1421,000000 ; 226,000000 ; 
3 ; 3,000000 ; 64,000000 ; 0,000000 ; 1734,000000 ; 336,000000 ; 
4 ; 4,000000 ; 64,000000 ; 0,000000 ; 2452,000000 ; 454,000000 ; 
5 ; 5,000000 ; 64,000000 ; 0,000000 ; 2828,000000 ; 565,000000 ; 
6 ; 6,000000 ; 64,000000 ; 0,000000 ; 3038,000000 ; 674,000000 ; 
7 ; 7,000000 ; 64,000000 ; 0,000000 ; 3397,000000 ; 778,000000 ; 
8 ; 8,000000 ; 64,000000 ; 0,000000 ; 3855,000000 ; 893,000000 ; 
9 ; 9,000000 ; 64,000000 ; 0,000000 ; 4136,000000 ; 1000,000000 ; 
10 ; 10,000000 ; 64,000000 ; 0,000000 ; 4386,000000 ; 1111,000000 ; 
11 ; 11,000000 ; 64,000000 ; 0,000000 ; 4683,000000 ; 1223,000000 ; 
12 ; 12,000000 ; 64,000000 ; 0,000000 ; 4980,000000 ; 1340,000000 ; 
13 ; 13,000000 ; 64,000000 ; 0,000000 ; 5558,000000 ; 1451,000000 ; 
14 ; 14,000000 ; 64,000000 ; 0,000000 ; 5714,000000 ; 1566,000000 ; 
15 ; 15,000000 ; 64,000000 ; 0,000000 ; 5933,000000 ; 1685,000000 ; 
16 ; 16,000000 ; 64,000000 ; 0,000000 ; 6417,000000 ; 1792,000000 ; 
17 ; 17,000000 ; 64,000000 ; 0,000000 ; 6774,000000 ; 1905,000000 ; 
18 ; 18,000000 ; 64,000000 ; 0,000000 ; 7024,000000 ; 2015,000000 ; 
19 ; 19,000000 ; 64,000000 ; 0,000000 ; 7393,000000 ; 2125,000000 ; 
20 ; 20,000000 ; 64,000000 ; 0,000000 ; 7628,000000 ; 2235,000000 ; 
21 ; 21,000000 ; 64,000000 ; 0,000000 ; 7987,000000 ; 2349,000000 ; 
22 ; 22,000000 ; 64,000000 ; 0,000000 ; 8268,000000 ; 2465,000000 ; 
23 ; 23,000000 ; 64,000000 ; 0,000000 ; 8393,000000 ; 2565,000000 ; 
24 ; 24,000000 ; 64,000000 ; 0,000000 ; 8784,000000 ; 2682,000000 ; 
25 ; 25,000000 ; 64,000000 ; 0,000000 ; 9003,000000 ; 2795,000000 ; 
26 ; 26,000000 ; 64,000000 ; 0,000000 ; 9460,000000 ; 2902,000000 ; 
27 ; 27,000000 ; 64,000000 ; 0,000000 ; 9569,000000 ; 3018,000000 ; 
28 ; 28,000000 ; 64,000000 ; 0,000000 ; 9975,000000 ; 3120,000000 ; 
29 ; 29,000000 ; 64,000000 ; 0,000000 ; 10210,000000 ; 3226,000000 ; 
30 ; 30,000000 ; 64,000000 ; 0,000000 ; 10615,000000 ; 3339,000000 ; 
31 ; 31,000000 ; 64,000000 ; 0,000000 ; 10724,000000 ; 3450,000000 ; 
32 ; 32,000000 ; 64,000000 ; 0,000000 ; 11036,000000 ; 3556,000000 ; 
33 ; 33,000000 ; 64,000000 ; 0,000000 ; 11349,000000 ; 3665,000000 ; 
34 ; 34,000000 ; 64,000000 ; 0,000000 ; 11661,000000 ; 3776,000000 ; 
35 ; 35,000000 ; 64,000000 ; 0,000000 ; 11927,000000 ; 3890,000000 ; 
36 ; 36,000000 ; 64,000000 ; 0,000000 ; 12302,000000 ; 3998,000000 ; 
37 ; 37,000000 ; 64,000000 ; 0,000000 ; 12630,000000 ; 4111,000000 ; 
38 ; 38,000000 ; 64,000000 ; 0,000000 ; 12931,000000 ; 4217,000000 ; 
39 ; 39,000000 ; 64,000000 ; 0,000000 ; 13067,000000 ; 4324,000000 ; 
40 ; 40,000000 ; 64,000000 ; 0,000000 ; 13535,000000 ; 4435,000000 ; 
41 ; 41,000000 ; 64,000000 ; 0,000000 ; 13739,000000 ; 4554,000000 ; 
42 ; 42,000000 ; 64,000000 ; 0,000000 ; 13960,000000 ; 4663,000000 ; 
43 ; 43,000000 ; 64,000000 ; 0,000000 ; 14179,000000 ; 4780,000000 ; 
44 ; 44,000000 ; 64,000000 ; 0,000000 ; 14681,000000 ; 4893,000000 ; 
45 ; 45,000000 ; 64,000000 ; 0,000000 ; 14906,000000 ; 5005,000000 ; 
46 ; 46,000000 ; 64,000000 ; 0,000000 ; 15047,000000 ; 5118,000000 ; 
47 ; 47,000000 ; 64,000000 ; 0,000000 ; 15350,000000 ; 5233,000000 ; 
48 ; 48,000000 ; 64,000000 ; 0,000000 ; 15818,000000 ; 5343,000000 ; 
49 ; 49,000000 ; 64,000000 ; 0,000000 ; 16149,000000 ; 5457,000000 ; 
50 ; 50,000000 ; 64,000000 ; 0,000000 ; 16339,000000 ; 5563,000000 ; 
51 ; 51,000000 ; 64,000000 ; 0,000000 ; 16620,000000 ; 5662,000000 ; 
52 ; 52,000000 ; 64,000000 ; 0,000000 ; 17064,000000 ; 5779,000000 ; 
53 ; 53,000000 ; 64,000000 ; 0,000000 ; 17215,000000 ; 5887,000000 ; 
54 ; 54,000000 ; 64,000000 ; 0,000000 ; 17527,000000 ; 6005,000000 ; 
55 ; 55,000000 ; 64,000000 ; 0,000000 ; 17979,000000 ; 6111,000000 ; 
56 ; 56,000000 ; 64,000000 ; 0,000000 ; 18296,000000 ; 6219,000000 ; 
57 ; 57,000000 ; 64,000000 ; 0,000000 ; 18540,000000 ; 6331,000000 ; 
58 ; 58,000000 ; 64,000000 ; 0,000000 ; 18727,000000 ; 6446,000000 ; 
59 ; 59,000000 ; 64,000000 ; 0,000000 ; 19071,000000 ; 6556,000000 ; 
60 ; 60,000000 ; 64,000000 ; 0,000000 ; 19243,000000 ; 6667,000000 ; 
61 ; 61,000000 ; 64,000000 ; 1,000000 ; 19743,000000 ; 6779,000000 ; 
62 ; 62,000000 ; 64,000000 ; 1,000000 ; 20118,000000 ; 6889,000000 ; 
63 ; 63,000000 ; 64,000000 ; 1,000000 ; 20446,000000 ; 7004,000000 ; 
64 ; 64,000000 ; 64,000000 ; 1,000000 ; 20915,000000 ; 7109,000000 ; 
65 ; 65,000000 ; 64,000000 ; 1,000000 ; 21165,000000 ; 7215,000000 ; 
66 ; 66,000000 ; 64,000000 ; 1,000000 ; 21587,000000 ; 7322,000000 ; 
67 ; 67,000000 ; 64,000000 ; 1,000000 ; 21759,000000 ; 7433,000000 ; 
68 ; 68,000000 ; 64,000000 ; 1,000000 ; 22055,000000 ; 7542,000000 ; 
69 ; 69,000000 ; 64,000000 ; 1,000000 ; 22540,000000 ; 7654,000000 ; 
70 ; 70,000000 ; 64,000000 ; 1,000000 ; 22790,000000 ; 7764,000000 ; 
71 ; 71,000000 ; 64,000000 ; 1,000000 ; 23008,000000 ; 7878,000000 ; 
72 ; 72,000000 ; 64,000000 ; 1,000000 ; 23212,000000 ; 7990,000000 ; 
73 ; 73,000000 ; 64,000000 ; 1,000000 ; 23540,000000 ; 8102,000000 ; 
74 ; 74,000000 ; 64,000000 ; 1,000000 ; 23962,000000 ; 8219,000000 ; 
75 ; 75,000000 ; 64,000000 ; 1,000000 ; 24071,000000 ; 8329,000000 ; 
76 ; 76,000000 ; 64,000000 ; 1,000000 ; 24336,000000 ; 8446,000000 ; 
77 ; 77,000000 ; 64,000000 ; 1,000000 ; 24696,000000 ; 8559,000000 ; 
78 ; 78,000000 ; 64,000000 ; 1,000000 ; 24977,000000 ; 8666,000000 ; 
79 ; 79,000000 ; 64,000000 ; 1,000000 ; 25243,000000 ; 8786,000000 ; 
80 ; 80,000000 ; 64,000000 ; 1,000000 ; 25508,000000 ; 8900,000000 ; 
81 ; 81,000000 ; 64,000000 ; 1,000000 ; 25914,000000 ; 9013,000000 ; 
82 ; 82,000000 ; 64,000000 ; 1,000000 ; 26274,000000 ; 9129,000000 ; 
83 ; 83,000000 ; 64,000000 ; 1,000000 ; 26633,000000 ; 9240,000000 ; 
84 ; 84,000000 ; 64,000000 ; 1,000000 ; 26774,000000 ; 9352,000000 ; 
85 ; 85,000000 ; 64,000000 ; 1,000000 ; 27071,000000 ; 9460,000000 ; 
86 ; 86,000000 ; 64,000000 ; 1,000000 ; 27489,000000 ; 9567,000000 ; 
87 ; 87,000000 ; 64,000000 ; 1,000000 ; 27598,000000 ; 9675,000000 ; 
88 ; 88,000000 ; 64,000000 ; 1,000000 ; 28067,000000 ; 9794,000000 ; 
89 ; 89,000000 ; 64,000000 ; 1,000000 ; 28207,000000 ; 9903,000000 ; 
90 ; 90,000000 ; 64,000000 ; 1,000000 ; 28457,000000 ; 10011,000000 ; 
91 ; 91,000000 ; 64,000000 ; 1,000000 ; 28770,000000 ; 10123,000000 ; 
92 ; 92,000000 ; 64,000000 ; 1,000000 ; 29124,000000 ; 10235,000000 ; 
93 ; 93,000000 ; 64,000000 ; 1,000000 ; 29405,000000 ; 10351,000000 ; 
94 ; 94,000000 ; 64,000000 ; 1,000000 ; 29718,000000 ; 10463,000000 ; 
