Statistic ; Generation ; Individuals ; SucessRate ; Time ; FunctionCalls
0 ; 0,000000 ; 128,000000 ; 0,000000 ; 0,000000 ; 0,000000 ; 
1 ; 1,000000 ; 128,000000 ; 0,000000 ; 0,000000 ; 114,000000 ; 
2 ; 2,000000 ; 128,000000 ; 0,000000 ; 500,000000 ; 227,000000 ; 
3 ; 3,000000 ; 128,000000 ; 0,000000 ; 891,000000 ; 338,000000 ; 
4 ; 4,000000 ; 128,000000 ; 0,000000 ; 1750,000000 ; 454,000000 ; 
5 ; 5,000000 ; 128,000000 ; 0,000000 ; 2172,000000 ; 566,000000 ; 
6 ; 6,000000 ; 128,000000 ; 0,000000 ; 2640,000000 ; 680,000000 ; 
7 ; 7,000000 ; 128,000000 ; 0,000000 ; 2984,000000 ; 797,000000 ; 
8 ; 8,000000 ; 128,000000 ; 0,000000 ; 3476,000000 ; 913,000000 ; 
9 ; 9,000000 ; 128,000000 ; 0,000000 ; 3726,000000 ; 1027,000000 ; 
10 ; 10,000000 ; 128,000000 ; 0,000000 ; 4043,000000 ; 1138,000000 ; 
11 ; 11,000000 ; 128,000000 ; 0,000000 ; 4480,000000 ; 1246,000000 ; 
12 ; 12,000000 ; 128,000000 ; 0,000000 ; 4886,000000 ; 1357,000000 ; 
13 ; 13,000000 ; 128,000000 ; 0,000000 ; 5058,000000 ; 1471,000000 ; 
14 ; 14,000000 ; 128,000000 ; 0,000000 ; 5355,000000 ; 1585,000000 ; 
15 ; 15,000000 ; 128,000000 ; 0,000000 ; 5824,000000 ; 1699,000000 ; 
16 ; 16,000000 ; 128,000000 ; 0,000000 ; 6152,000000 ; 1808,000000 ; 
17 ; 17,000000 ; 128,000000 ; 0,000000 ; 6402,000000 ; 1920,000000 ; 
18 ; 18,000000 ; 128,000000 ; 0,000000 ; 6902,000000 ; 2021,000000 ; 
19 ; 19,000000 ; 128,000000 ; 0,000000 ; 6962,000000 ; 2139,000000 ; 
20 ; 20,000000 ; 128,000000 ; 0,000000 ; 7461,000000 ; 2243,000000 ; 
21 ; 21,000000 ; 128,000000 ; 0,000000 ; 7615,000000 ; 2354,000000 ; 
22 ; 22,000000 ; 128,000000 ; 0,000000 ; 8081,000000 ; 2465,000000 ; 
23 ; 23,000000 ; 128,000000 ; 0,000000 ; 8378,000000 ; 2574,000000 ; 
24 ; 24,000000 ; 128,000000 ; 0,000000 ; 8472,000000 ; 2683,000000 ; 
25 ; 25,000000 ; 128,000000 ; 0,000000 ; 8847,000000 ; 2798,000000 ; 
26 ; 26,000000 ; 128,000000 ; 0,000000 ; 9190,000000 ; 2917,000000 ; 
27 ; 27,000000 ; 128,000000 ; 0,000000 ; 9487,000000 ; 3035,000000 ; 
28 ; 28,000000 ; 128,000000 ; 0,000000 ; 9663,000000 ; 3149,000000 ; 
29 ; 29,000000 ; 128,000000 ; 0,000000 ; 9945,000000 ; 3262,000000 ; 
30 ; 30,000000 ; 128,000000 ; 0,000000 ; 10226,000000 ; 3379,000000 ; 
31 ; 31,000000 ; 128,000000 ; 0,000000 ; 10507,000000 ; 3487,000000 ; 
32 ; 32,000000 ; 128,000000 ; 0,000000 ; 10802,000000 ; 3596,000000 ; 
33 ; 33,000000 ; 128,000000 ; 0,000000 ; 11193,000000 ; 3711,000000 ; 
34 ; 34,000000 ; 128,000000 ; 0,000000 ; 11474,000000 ; 3815,000000 ; 
35 ; 35,000000 ; 128,000000 ; 0,000000 ; 11709,000000 ; 3923,000000 ; 
36 ; 36,000000 ; 128,000000 ; 0,000000 ; 12130,000000 ; 4025,000000 ; 
37 ; 37,000000 ; 128,000000 ; 0,000000 ; 12334,000000 ; 4136,000000 ; 
38 ; 38,000000 ; 128,000000 ; 0,000000 ; 12630,000000 ; 4248,000000 ; 
39 ; 39,000000 ; 128,000000 ; 0,000000 ; 13068,000000 ; 4354,000000 ; 
40 ; 40,000000 ; 128,000000 ; 0,000000 ; 13229,000000 ; 4460,000000 ; 
41 ; 41,000000 ; 128,000000 ; 1,000000 ; 13385,000000 ; 4570,000000 ; 
42 ; 42,000000 ; 128,000000 ; 1,000000 ; 13723,000000 ; 4678,000000 ; 
43 ; 43,000000 ; 128,000000 ; 1,000000 ; 14192,000000 ; 4786,000000 ; 
44 ; 44,000000 ; 128,000000 ; 1,000000 ; 14414,000000 ; 4904,000000 ; 
45 ; 45,000000 ; 128,000000 ; 1,000000 ; 14679,000000 ; 5016,000000 ; 
46 ; 46,000000 ; 128,000000 ; 1,000000 ; 15025,000000 ; 5132,000000 ; 
47 ; 47,000000 ; 128,000000 ; 1,000000 ; 15266,000000 ; 5243,000000 ; 
48 ; 48,000000 ; 128,000000 ; 1,000000 ; 15516,000000 ; 5349,000000 ; 
49 ; 49,000000 ; 128,000000 ; 1,000000 ; 15851,000000 ; 5462,000000 ; 
50 ; 50,000000 ; 128,000000 ; 1,000000 ; 16224,000000 ; 5569,000000 ; 
51 ; 51,000000 ; 128,000000 ; 1,000000 ; 16368,000000 ; 5679,000000 ; 
52 ; 52,000000 ; 128,000000 ; 1,000000 ; 16714,000000 ; 5781,000000 ; 
53 ; 53,000000 ; 128,000000 ; 1,000000 ; 17027,000000 ; 5896,000000 ; 
54 ; 54,000000 ; 128,000000 ; 1,000000 ; 17331,000000 ; 6014,000000 ; 
55 ; 55,000000 ; 128,000000 ; 1,000000 ; 17746,000000 ; 6127,000000 ; 
56 ; 56,000000 ; 128,000000 ; 1,000000 ; 17981,000000 ; 6229,000000 ; 
57 ; 57,000000 ; 128,000000 ; 1,000000 ; 18261,000000 ; 6341,000000 ; 
58 ; 58,000000 ; 128,000000 ; 1,000000 ; 18546,000000 ; 6452,000000 ; 
59 ; 59,000000 ; 128,000000 ; 1,000000 ; 19009,000000 ; 6568,000000 ; 
