Statistic ; BestFitness ; Generation ; GeneticDiversity ; Individuals ; SelectedGenotypes ; SelectedIndividuals ; SucessRate ; Time ; FunctionCalls
0 ; 8,000000 ; 0,000000 ; 0,990414 ; 64,000000 ; 0,000000 ; 0,000000 ; 0,000000 ; 3,000000 ; 0,000000 ; 
1 ; 8,000000 ; 3,000000 ; 0,961078 ; 64,000000 ; 58,000000 ; 128,000000 ; 0,000000 ; 566,000000 ; 336,000000 ; 
2 ; 8,000000 ; 6,000000 ; 0,865155 ; 72,000000 ; 51,000000 ; 128,000000 ; 0,000000 ; 1175,000000 ; 663,000000 ; 
3 ; 24,000000 ; 9,000000 ; 0,776546 ; 66,000000 ; 51,000000 ; 128,000000 ; 0,000000 ; 1935,000000 ; 1007,000000 ; 
4 ; 24,000000 ; 12,000000 ; 0,745777 ; 66,000000 ; 55,000000 ; 128,000000 ; 0,000000 ; 2549,000000 ; 1329,000000 ; 
5 ; 24,000000 ; 15,000000 ; 0,712345 ; 68,000000 ; 52,000000 ; 128,000000 ; 0,000000 ; 2842,000000 ; 1657,000000 ; 
6 ; 32,000000 ; 18,000000 ; 0,613932 ; 65,000000 ; 49,000000 ; 128,000000 ; 0,000000 ; 3071,000000 ; 2005,000000 ; 
7 ; 32,000000 ; 21,000000 ; 0,559271 ; 71,000000 ; 51,000000 ; 128,000000 ; 0,000000 ; 3547,000000 ; 2339,000000 ; 
8 ; 32,000000 ; 24,000000 ; 0,405239 ; 67,000000 ; 45,000000 ; 128,000000 ; 0,000000 ; 3860,000000 ; 2675,000000 ; 
9 ; 40,000000 ; 27,000000 ; 0,309934 ; 68,000000 ; 51,000000 ; 128,000000 ; 0,000000 ; 4066,000000 ; 3011,000000 ; 
10 ; 40,000000 ; 31,000000 ; 0,351808 ; 71,000000 ; 54,000000 ; 128,000000 ; 0,000000 ; 4412,000000 ; 3448,000000 ; 
11 ; 40,000000 ; 34,000000 ; 0,327072 ; 73,000000 ; 52,000000 ; 128,000000 ; 0,000000 ; 4640,000000 ; 3783,000000 ; 
12 ; 48,000000 ; 37,000000 ; 0,297391 ; 73,000000 ; 53,000000 ; 128,000000 ; 0,000000 ; 4859,000000 ; 4107,000000 ; 
13 ; 48,000000 ; 40,000000 ; 0,312008 ; 68,000000 ; 57,000000 ; 128,000000 ; 0,000000 ; 5027,000000 ; 4435,000000 ; 
