#::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::
# Solver Configuration
#::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::
solver name          = SGA-64
random seed          = 123
number of runs       = 100

solver type         = GA
stop criteria       = MaxGeneration 101

problem name        = bits.OneMax 128
population type     = SimplePopulation 64

selection           = MTournamentSelection 2.0 2
recombination       = Uniform 0.75 0.5
mutation            = FlipBit -1.0
replacement         = TournamentReplacement
rescaling           = AdaptiveCeiling 1.5

statistic           = Generation
statistic           = Individuals
statistic           = SucessRate
statistic           = Time
statistic           = FunctionCalls

#::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::
# Solver Evolution 
#::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::
Result                         Generation          Individuals           SucessRate                 Time        FunctionCalls
STATISTIC 54                          55                    0                   55                   55                   55                   55                   55  		                  64                    0                   64                   64                   64                   64                   64  		                 0.8  0.40201512610368484                    0                    1                    1                    1                    1  		            18047.87   251.10831720536626                17198                18120                18527                17964                18152  		             6113.07   30.946762693607116                 6039                 6115                 6181                 6092                 6134  		
STATISTIC 55                          56                    0                   56                   56                   56                   56                   56  		                  64                    0                   64                   64                   64                   64                   64  		                0.85   0.3588702812826367                    0                    1                    1                    1                    1  		            18284.21   265.17184422502044                17405                18343                18936                18187                18436  		              6223.7   31.422342948348653                 6144                 6228                 6296                 6202                 6246  		
STATISTIC 56                          57                    0                   57                   57                   57                   57                   57  		                  64                    0                   64                   64                   64                   64                   64  		                 0.9  0.30151134457776363                    0                    1                    1                    1                    1  		            18599.28    267.4400180084503                17775                18634                19228                18509                18728  		             6335.81   31.996431303510512                 6260                 6339                 6412                 6315                 6355  		
STATISTIC 57                          58                    0                   58                   58                   58                   58                   58  		                  64                    0                   64                   64                   64                   64                   64  		                0.92   0.2726599243442907                    0                    1                    1                    1                    1  		            18892.82    308.1166111403727                18025                18947                19416                18727                19119  		             6446.25    33.27976756669027                 6367                 6446                 6520                 6424                 6470  		
STATISTIC 58                          59                    0                   59                   59                   59                   59                   59  		                  64                    0                   64                   64                   64                   64                   64  		                0.94  0.23868325657594203                    0                    1                    1                    1                    1  		            19175.29    279.7120559475177                18291                19212                19806                19071                19322  		             6557.49    33.59217531542026                 6476                 6556                 6627                 6538                 6582  		
STATISTIC 59                          60                    0                   60                   60                   60                   60                   60  		                  64                    0                   64                   64                   64                   64                   64  		                0.96  0.19694638556693245                    0                    1                    1                    1                    1  		            19394.87     274.046543823843                18572                19447                19916                19212                19556  		             6668.97   33.063591926915166                 6593                 6667                 6735                 6648                 6692  		
STATISTIC 60                          61                    0                   61                   61                   61                   61                   61  		                  64                    0                   64                   64                   64                   64                   64  		                0.98  0.14070529413628946                    0                    1                    1                    1                    1  		            19892.82   286.86178630913184                18931                19978                20540                19806                20025  		             6780.33    33.21039602348843                 6702                 6780                 6841                 6760                 6802  		
STATISTIC 61                          62                    0                   62                   62                   62                   62                   62  		                  64                    0                   64                   64                   64                   64                   64  		                0.98  0.14070529413628946                    0                    1                    1                    1                    1  		            20273.48   271.44076794954964                19462                20322                20884                20165                20415  		              6891.8    33.19090784592015                 6810                 6892                 6955                 6873                 6917  		
STATISTIC 62                          63                    0                   63                   63                   63                   63                   63  		                  64                    0                   64                   64                   64                   64                   64  		                0.98  0.14070529413628946                    0                    1                    1                    1                    1  		            20516.23    256.6685499733953                19791                20556                21213                20446                20572  		             7002.99    33.57142092655584                 6916                 7004                 7067                 6984                 7029  		
STATISTIC 63                          64                    0                   64                   64                   64                   64                   64  		                  64                    0                   64                   64                   64                   64                   64  		                0.98  0.14070529413628946                    0                    1                    1                    1                    1  		            20816.36   295.75052686584246                19931                20853                21368                20697                21072  		             7113.86    33.61127155817213                 7021                 7117                 7180                 7094                 7140  		
STATISTIC 64                          65                    0                   65                   65                   65                   65                   65  		                  64                    0                   64                   64                   64                   64                   64  		                0.98  0.14070529413628946                    0                    1                    1                    1                    1  		            21349.73    296.9121849226574                20478                21384                22040                21291                21493  		             7224.46   33.477090010290574                 7135                 7227                 7284                 7204                 7253  		
STATISTIC 65                          66                    0                   66                   66                   66                   66                   66  		                  64                    0                   64                   64                   64                   64                   64  		                0.99  0.09999999999999974                    0                    1                    1                    1                    1  		            21667.05    260.0966943350884                20931                21727                22306                21571                21759  		             7336.12    34.30089082101731                 7245                 7338                 7398                 7315                 7367  		
STATISTIC 66                          67                    0                   67                   67                   67                   67                   67  		                  64                    0                   64                   64                   64                   64                   64  		                0.99  0.09999999999999974                    0                    1                    1                    1                    1  		            21933.57    277.2584490611227                21103                21977                22493                21837                22103  		             7446.42    34.73977721875391                 7352                 7446                 7516                 7424                 7477  		
STATISTIC 67                          68                    0                   68                   68                   68                   68                   68  		                  64                    0                   64                   64                   64                   64                   64  		                   1                    0                    1                    1                    1                    1                    1  		            22242.53    274.9260857508789                21415                22275                22744                22165                22416  		             7557.36    35.16670831535116                 7463                 7558                 7629                 7535                 7585  		
STATISTIC 68                          69                    0                   69                   69                   69                   69                   69  		                  64                    0                   64                   64                   64                   64                   64  		                   1                    0                    1                    1                    1                    1                    1  		            22622.09    260.5565176481171                21884                22681                23275                22525                22712  		             7668.98    35.55362431624359                 7578                 7666                 7745                 7652                 7695  		
STATISTIC 69                          70                    0                   70                   70                   70                   70                   70  		                  64                    0                   64                   64                   64                   64                   64  		                   1                    0                    1                    1                    1                    1                    1  		            22841.54   274.21072852156357                22040                22868                23541                22744                22978  		             7779.62    35.58395393688026                 7676                 7778                 7853                 7761                 7804  		
STATISTIC 70                          71                    0                   71                   71                   71                   71                   71  		                  64                    0                   64                   64                   64                   64                   64  		                   1                    0                    1                    1                    1                    1                    1  		            23100.22   273.85554623205496                22275                23149                23634                22993                23259  		             7890.76   35.768650570493314                 7785                 7891                 7966                 7873                 7917  		
STATISTIC 71                          72                    0                   72                   72                   72                   72                   72  		                  64                    0                   64                   64                   64                   64                   64  		                   1                    0                    1                    1                    1                    1                    1  		            23382.64   303.16177366236377                22540                23431                23884                23196                23618  		             8002.28    35.45493084481452                 7894                 8002                 8078                 7986                 8031  		
STATISTIC 72                          73                    0                   73                   73                   73                   73                   73  		                  64                    0                   64                   64                   64                   64                   64  		                   1                    0                    1                    1                    1                    1                    1  		            23704.85     278.620206907126                22884                23759                24321                23603                23853  		             8112.98    36.02748109346224                 8006                 8112                 8192                 8097                 8139  		
STATISTIC 73                          74                    0                   74                   74                   74                   74                   74  		                  64                    0                   64                   64                   64                   64                   64  		                   1                    0                    1                    1                    1                    1                    1  		            24015.41   240.73561905719924                23165                24025                24462                23947                24150  		              8223.5   36.742483598827405                 8111                 8223                 8301                 8204                 8253  		
STATISTIC 74                          75                    0                   75                   75                   75                   75                   75  		                  64                    0                   64                   64                   64                   64                   64  		                   1                    0                    1                    1                    1                    1                    1  		            24260.29   271.00159509755207                23430                24290                24931                24180                24399  		             8335.34    36.43126085757298                 8228                 8335                 8408                 8316                 8365  		
STATISTIC 75                          76                    0                   76                   76                   76                   76                   76  		                  64                    0                   64                   64                   64                   64                   64  		                   1                    0                    1                    1                    1                    1                    1  		            24534.95    285.0497519927199                23696                24587                25165                24352                24697  		             8446.49    35.98105421779566                 8343                 8449                 8514                 8425                 8470  		
STATISTIC 76                          77                    0                   77                   77                   77                   77                   77  		                  64                    0                   64                   64                   64                   64                   64  		                   1                    0                    1                    1                    1                    1                    1  		            24806.11   281.90466527363384                24040                24822                25415                24680                25008  		             8557.65    36.19095679220644                 8453                 8558                 8627                 8538                 8585  		
STATISTIC 77                          78                    0                   78                   78                   78                   78                   78  		                  64                    0                   64                   64                   64                   64                   64  		                   1                    0                    1                    1                    1                    1                    1  		            25149.05   283.86215800538605                24337                25180                25806                24977                25306  		             8668.58    35.67960116635935                 8565                 8670                 8738                 8650                 8694  		
STATISTIC 78                          79                    0                   79                   79                   79                   79                   79  		                  64                    0                   64                   64                   64                   64                   64  		                   1                    0                    1                    1                    1                    1                    1  		            25402.68    279.0897136815505                24587                25415                26071                25243                25556  		             8779.37   36.131816752308765                 8675                 8782                 8852                 8760                 8805  		
STATISTIC 79                          80                    0                   80                   80                   80                   80                   80  		                  64                    0                   64                   64                   64                   64                   64  		                   1                    0                    1                    1                    1                    1                    1  		            25732.21     314.986557192659                24821                25758                26165                25540                25994  		             8891.24   36.310701875683414                 8783                 8894                 8968                 8868                 8920  		
STATISTIC 80                          81                    0                   81                   81                   81                   81                   81  		                  64                    0                   64                   64                   64                   64                   64  		                   1                    0                    1                    1                    1                    1                    1  		            26077.65   277.18853209184596                25274                26118                26775                25962                26212  		             9002.43   36.349386223018826                 8890                 9002                 9080                 8980                 9029  		
STATISTIC 81                          82                    0                   82                   82                   82                   82                   82  		                  64                    0                   64                   64                   64                   64                   64  		                   1                    0                    1                    1                    1                    1                    1  		             26327.6    284.7450037695432                25509                26368                26993                26243                26446  		             9113.38    37.05409095592409                 8993                 9114                 9189                 9091                 9140  		
STATISTIC 82                          83                    0                   83                   83                   83                   83                   83  		                  64                    0                   64                   64                   64                   64                   64  		                   1                    0                    1                    1                    1                    1                    1  		            26705.52    244.0805662652204                25978                26775                27274                26618                26805  		             9223.75    36.72760088362248                 9106                 9225                 9297                 9203                 9251  		
STATISTIC 83                          84                    0                   84                   84                   84                   84                   84  		                  64                    0                   64                   64                   64                   64                   64  		                   1                    0                    1                    1                    1                    1                    1  		            26900.61   257.53830331952537                26149                26915                27540                26837                27024  		             9335.94   36.453324244555304                 9218                 9336                 9416                 9315                 9362  		
STATISTIC 84                          85                    0                   85                   85                   85                   85                   85  		                  64                    0                   64                   64                   64                   64                   64  		                   1                    0                    1                    1                    1                    1                    1  		            27219.72   267.09700428310066                26353                27274                27743                27134                27368  		             9446.93    35.76812389364305                 9333                 9446                 9525                 9427                 9471  		
STATISTIC 85                          86                    0                   86                   86                   86                   86                   86  		                  64                    0                   64                   64                   64                   64                   64  		                   1                    0                    1                    1                    1                    1                    1  		            27575.14    253.3383580042624                26724                27645                28224                27489                27676  		             9558.12   36.086954468656515                 9440                 9559                 9637                 9537                 9583  		
STATISTIC 86                          87                    0                   87                   87                   87                   87                   87  		                  64                    0                   64                   64                   64                   64                   64  		                   1                    0                    1                    1                    1                    1                    1  		            27783.98   283.93138237795716                26880                27849                28411                27677                27943  		             9669.49     36.4557279588241                 9552                 9672                 9748                 9647                 9694  		
STATISTIC 87                          88                    0                   88                   88                   88                   88                   88  		                  64                    0                   64                   64                   64                   64                   64  		                   1                    0                    1                    1                    1                    1                    1  		            28033.65   265.38123425545655                27239                28051                28692                27958                28161  		             9780.15    36.74244923460569                 9668                 9780                 9863                 9760                 9808  		
STATISTIC 88                          89                    0                   89                   89                   89                   89                   89  		                  64                    0                   64                   64                   64                   64                   64  		                   1                    0                    1                    1                    1                    1                    1  		            28352.81    295.6352070653282                27520                28520                28864                28192                28521  		             9891.99    37.44396351934571                 9777                 9891                 9976                 9872                 9921  		
STATISTIC 89                          90                    0                   90                   90                   90                   90                   90  		                  64                    0                   64                   64                   64                   64                   64  		                   1                    0                    1                    1                    1                    1                    1  		            28634.21     262.677060823345                27817                28693                29130                28520                28786  		            10003.52    37.51457090643291                 9892                10001                10090                 9982                10031  		
STATISTIC 90                          91                    0                   91                   91                   91                   91                   91  		                  64                    0                   64                   64                   64                   64                   64  		                   1                    0                    1                    1                    1                    1                    1  		            28933.05   268.99759208114585                28098                28989                29552                28849                29067  		             10114.4     37.5241336483683                10001                10115                10195                10091                10143  		
STATISTIC 91                          92                    0                   92                   92                   92                   92                   92  		                  64                    0                   64                   64                   64                   64                   64  		                   1                    0                    1                    1                    1                    1                    1  		            29211.01    259.3420772461702                28484                29280                29844                29109                29297  		            10224.99   37.821616127055364                10111                10224                10309                10202                10252  		
STATISTIC 92                          93                    0                   93                   93                   93                   93                   93  		                  64                    0                   64                   64                   64                   64                   64  		                   1                    0                    1                    1                    1                    1                    1  		            29445.36   272.71784064485547                28609                29484                30124                29344                29609  		            10335.55    37.95169045089834                10225                10334                10418                10310                10364  		
STATISTIC 93                          94                    0                   94                   94                   94                   94                   94  		                  64                    0                   64                   64                   64                   64                   64  		                   1                    0                    1                    1                    1                    1                    1  		            29789.85   276.94204531751126                28890                29874                30327                29718                29937  		            10447.34    38.33563102475295                10334                10447                10534                10427                10475  		
STATISTIC 94                          95                    0                   95                   95                   95                   95                   95  		                  64                    0                   64                   64                   64                   64                   64  		                   1                    0                    1                    1                    1                    1                    1  		            30076.49    310.2378851036585                29187                30234                30609                29905                30265  		            10558.39   39.092714193818146                10441                10556                10649                10540                10585  		
STATISTIC 95                          96                    0                   96                   96                   96                   96                   96  		                  64                    0                   64                   64                   64                   64                   64  		                   1                    0                    1                    1                    1                    1                    1  		             30329.7    278.1316271483738                29500                30374                30983                30219                30468  		            10668.84    38.96559476978339                10550                10668                10760                10648                10695  		
STATISTIC 96                          97                    0                   97                   97                   97                   97                   97  		                  64                    0                   64                   64                   64                   64                   64  		                   1                    0                    1                    1                    1                    1                    1  		            30567.23    275.6537447047741                29734                30593                31218                30499                30718  		            10780.42    39.37675569285837                10662                10782                10877                10760                10808  		
STATISTIC 97                          98                    0                   98                   98                   98                   98                   98  		                  64                    0                   64                   64                   64                   64                   64  		                   1                    0                    1                    1                    1                    1                    1  		            30830.49    268.9257903346687                30015                30874                31452                30781                30953  		            10892.15   39.709901317256666                10771                10893                10992                10870                10920  		
STATISTIC 98                          99                    0                   99                   99                   99                   99                   99  		                  64                    0                   64                   64                   64                   64                   64  		                   1                    0                    1                    1                    1                    1                    1  		             31096.6   268.06745721210103                30343                31140                31718                30984                31172  		            11003.22   40.068522117054975                10878                11002                11103                10981                11032  		
STATISTIC 99                         100                    0                  100                  100                  100                  100                  100  		                  64                    0                   64                   64                   64                   64                   64  		                   1                    0                    1                    1                    1                    1                    1  		            31380.53    282.0986092726661                30531                31515                31890                31187                31531  		            11113.95    40.70821896016935                10981                11114                11205                11091                11142  		
#::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::
#64SimplePopulation  1 Individuals  com.evolutionary.problem.bits.OneMax  genome size : 128
#0	                 128 = 11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111	(OneMax) OPTIMUM 
#
#::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::
#OneMax(128) : MAXIMIZE
#
#Parameters <SIZE>
#           <SIZE>  size of genome
#
#Count the number of ones in the genome
#::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::
#
# Build at 2020/01/15 06:38:04:721 - MuGA - Multiset Genetic Algorithm  - (c) M@nso 2020

