#::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::
# Solver Configuration
#::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::
solver name          = SGA-128
random seed          = 123
number of runs       = 100

solver type         = GA
stop criteria       = MaxGeneration 101

problem name        = bits.OneMax 128
population type     = SimplePopulation 128

selection           = MTournamentSelection 1.0 2
recombination       = Uniform 0.75 0.5
mutation            = FlipBit -1.0
replacement         = TournamentReplacement
rescaling           = AdaptiveCeiling 1.5

statistic           = Generation
statistic           = Individuals
statistic           = SucessRate
statistic           = Time
statistic           = FunctionCalls

#::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::
# Solver Evolution 
#::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::
Result                         Generation          Individuals           SucessRate                 Time        FunctionCalls
STATISTIC 63                          64                    0                   64                   64                   64                   64                   64  		                 128                    0                  128                  128                  128                  128                  128  		                   1                    0                    1                    1                    1                    1                    1  		            20400.46   138.29257669029013                20181                20400                20681                20275                20509  		             7114.29    32.20398839722201                 7018                 7115                 7196                 7094                 7135  		
STATISTIC 64                          65                    0                   65                   65                   65                   65                   65  		                 128                    0                  128                  128                  128                  128                  128  		                   1                    0                    1                    1                    1                    1                    1  		            20718.91    158.5354113966067                20509                20681                21040                20619                20728  		             7224.67    32.66451910065936                 7127                 7224                 7308                 7206                 7243  		
STATISTIC 65                          66                    0                   66                   66                   66                   66                   66  		                 128                    0                  128                  128                  128                  128                  128  		                   1                    0                    1                    1                    1                    1                    1  		            21164.08   120.86879772146501                20962                21150                21415                21072                21196  		             7335.19    33.08870691423274                 7236                 7334                 7423                 7314                 7359  		
STATISTIC 66                          67                    0                   67                   67                   67                   67                   67  		                 128                    0                  128                  128                  128                  128                  128  		                   1                    0                    1                    1                    1                    1                    1  		            21686.84   108.05701076645715                21477                21697                21915                21618                21774  		             7447.03    34.00696749759227                 7346                 7446                 7541                 7423                 7471  		
STATISTIC 67                          68                    0                   68                   68                   68                   68                   68  		                 128                    0                  128                  128                  128                  128                  128  		                   1                    0                    1                    1                    1                    1                    1  		            22004.63    45.18036916129722                21930                21994                22103                21962                22040  		              7557.8   34.041270258438956                 7459                 7559                 7654                 7535                 7579  		
STATISTIC 68                          69                    0                   69                   69                   69                   69                   69  		                 128                    0                  128                  128                  128                  128                  128  		                   1                    0                    1                    1                    1                    1                    1  		            22227.53    116.9736614575455                22040                22212                22524                22134                22305  		             7669.15    34.01704118392855                 7572                 7670                 7765                 7647                 7691  		
STATISTIC 69                          70                    0                   70                   70                   70                   70                   70  		                 128                    0                  128                  128                  128                  128                  128  		                   1                    0                    1                    1                    1                    1                    1  		            22530.03     99.6556145693182                22337                22540                22744                22462                22603  		             7780.35   34.505269689768205                 7677                 7782                 7878                 7758                 7802  		
STATISTIC 70                          71                    0                   71                   71                   71                   71                   71  		                 128                    0                  128                  128                  128                  128                  128  		                   1                    0                    1                    1                    1                    1                    1  		            22753.86    96.69978742943614                22571                22774                22946                22666                22837  		              7891.5    35.08532168841833                 7781                 7894                 7988                 7868                 7916  		
STATISTIC 71                          72                    0                   72                   72                   72                   72                   72  		                 128                    0                  128                  128                  128                  128                  128  		                   1                    0                    1                    1                    1                    1                    1  		            23068.01    124.6932798525344                22852                23071                23383                22962                23165  		             8002.57    35.25498890123998                 7889                 8004                 8095                 7979                 8027  		
STATISTIC 72                          73                    0                   73                   73                   73                   73                   73  		                 128                    0                  128                  128                  128                  128                  128  		                   1                    0                    1                    1                    1                    1                    1  		            23385.77   117.78038585825759                23196                23368                23649                23290                23462  		             8114.01    35.94313550452545                 7994                 8114                 8209                 8091                 8141  		
STATISTIC 73                          74                    0                   74                   74                   74                   74                   74  		                 128                    0                  128                  128                  128                  128                  128  		                   1                    0                    1                    1                    1                    1                    1  		            23689.08   111.74083290086888                23446                23728                23868                23602                23775  		             8225.65    36.57823357841617                 8109                 8225                 8323                 8199                 8252  		
STATISTIC 74                          75                    0                   75                   75                   75                   75                   75  		                 128                    0                  128                  128                  128                  128                  128  		                   1                    0                    1                    1                    1                    1                    1  		            23923.49    118.1715492429691                23712                23930                24196                23837                24009  		             8336.62   37.184709576207055                 8216                 8335                 8433                 8308                 8362  		
STATISTIC 75                          76                    0                   76                   76                   76                   76                   76  		                 128                    0                  128                  128                  128                  128                  128  		                   1                    0                    1                    1                    1                    1                    1  		            24264.49    96.96469158471983                24040                24243                24431                24227                24352  		             8447.07   37.287649267298946                 8329                 8446                 8548                 8419                 8474  		
STATISTIC 76                          77                    0                   77                   77                   77                   77                   77  		                 128                    0                  128                  128                  128                  128                  128  		                   1                    0                    1                    1                    1                    1                    1  		            24532.31   128.25146503187446                24290                24571                24743                24431                24634  		             8558.56   37.016327273947006                 8437                 8557                 8661                 8531                 8585  		
STATISTIC 77                          78                    0                   78                   78                   78                   78                   78  		                 128                    0                  128                  128                  128                  128                  128  		                   1                    0                    1                    1                    1                    1                    1  		            24814.06   129.89123810853283                24555                24852                25071                24696                24899  		             8669.95    37.25516030963992                 8548                 8667                 8770                 8646                 8697  		
STATISTIC 78                          79                    0                   79                   79                   79                   79                   79  		                 128                    0                  128                  128                  128                  128                  128  		                   1                    0                    1                    1                    1                    1                    1  		            25066.95    140.1239981176845                24852                25165                25243                24946                25197  		             8780.74    37.11342701293095                 8664                 8779                 8876                 8753                 8809  		
STATISTIC 79                          80                    0                   80                   80                   80                   80                   80  		                 128                    0                  128                  128                  128                  128                  128  		                   1                    0                    1                    1                    1                    1                    1  		            25420.39   100.88466211726289                25196                25462                25586                25399                25493  		             8891.99    37.54041458575565                 8774                 8891                 8984                 8865                 8920  		
STATISTIC 80                          81                    0                   81                   81                   81                   81                   81  		                 128                    0                  128                  128                  128                  128                  128  		                   1                    0                    1                    1                    1                    1                    1  		            25637.69   120.14761081200166                25430                25634                25899                25540                25727  		             9002.88    38.23988081640323                 8878                 9002                 9102                 8978                 9032  		
STATISTIC 81                          82                    0                   82                   82                   82                   82                   82  		                 128                    0                  128                  128                  128                  128                  128  		                   1                    0                    1                    1                    1                    1                    1  		            26021.85   124.64522380814203                25727                26086                26149                26025                26087  		             9113.63    38.57451270343242                 8988                 9115                 9222                 9084                 9140  		
STATISTIC 82                          83                    0                   83                   83                   83                   83                   83  		                 128                    0                  128                  128                  128                  128                  128  		                   1                    0                    1                    1                    1                    1                    1  		            26294.56   101.83243514950766                26118                26305                26540                26227                26368  		              9224.9       39.39325174225                 9096                 9223                 9336                 9201                 9251  		
STATISTIC 83                          84                    0                   84                   84                   84                   84                   84  		                 128                    0                  128                  128                  128                  128                  128  		                   1                    0                    1                    1                    1                    1                    1  		            26629.58    93.22734024792908                26477                26634                26852                26556                26696  		             9336.23   38.988435218649556                 9209                 9335                 9447                 9312                 9365  		
STATISTIC 84                          85                    0                   85                   85                   85                   85                   85  		                 128                    0                  128                  128                  128                  128                  128  		                   1                    0                    1                    1                    1                    1                    1  		            26842.72    87.26391874760442                26680                26836                27149                26790                26899  		             9448.14   38.908860095724236                 9325                 9450                 9563                 9423                 9477  		
STATISTIC 85                          86                    0                   86                   86                   86                   86                   86  		                 128                    0                  128                  128                  128                  128                  128  		                   1                    0                    1                    1                    1                    1                    1  		            27151.52    107.7384112217786                26946                27165                27384                27087                27227  		              9559.8   39.580119486755706                 9433                 9562                 9680                 9533                 9590  		
STATISTIC 86                          87                    0                   87                   87                   87                   87                   87  		                 128                    0                  128                  128                  128                  128                  128  		                   1                    0                    1                    1                    1                    1                    1  		            27433.11   101.86264221352234                27290                27415                27649                27352                27508  		                9671   39.516011331043416                 9555                 9675                 9796                 9646                 9701  		
STATISTIC 87                          88                    0                   88                   88                   88                   88                   88  		                 128                    0                  128                  128                  128                  128                  128  		                   1                    0                    1                    1                    1                    1                    1  		            27691.03   103.21923857575294                27493                27708                27895                27618                27771  		             9781.89    39.72427571167697                 9671                 9784                 9910                 9755                 9810  		
STATISTIC 88                          89                    0                   89                   89                   89                   89                   89  		                 128                    0                  128                  128                  128                  128                  128  		                   1                    0                    1                    1                    1                    1                    1  		            27987.09   119.55904631428028                27770                27989                28285                27895                28082  		             9893.46   39.908081255511284                 9782                 9896                10022                 9866                 9924  		
STATISTIC 89                          90                    0                   90                   90                   90                   90                   90  		                 128                    0                  128                  128                  128                  128                  128  		                   1                    0                    1                    1                    1                    1                    1  		            28272.35   110.91760296032658                28083                28271                28489                28192                28349  		            10004.65   40.541878834039494                 9892                10009                10134                 9975                10037  		
STATISTIC 90                          91                    0                   91                   91                   91                   91                   91  		                 128                    0                  128                  128                  128                  128                  128  		                   1                    0                    1                    1                    1                    1                    1  		            28504.91    99.96414458216937                28332                28489                28723                28442                28583  		            10115.18    39.99706554895702                10002                10117                10239                10085                10146  		
STATISTIC 91                          92                    0                   92                   92                   92                   92                   92  		                 128                    0                  128                  128                  128                  128                  128  		                   1                    0                    1                    1                    1                    1                    1  		            28813.43   103.91315867299511                28629                28817                29051                28724                28895  		            10226.06    40.19091308919629                10120                10230                10354                10197                10254  		
STATISTIC 92                          93                    0                   93                   93                   93                   93                   93  		                 128                    0                  128                  128                  128                  128                  128  		                   1                    0                    1                    1                    1                    1                    1  		            29116.91   116.40456228703745                28910                29129                29348                29020                29207  		            10336.81     40.7338478863733                10221                10338                10469                10309                10365  		
STATISTIC 93                          94                    0                   94                   94                   94                   94                   94  		                 128                    0                  128                  128                  128                  128                  128  		                   1                    0                    1                    1                    1                    1                    1  		            29357.17    104.0768999880246                29192                29348                29655                29286                29426  		            10448.11      40.613948691208                10333                10448                10580                10423                10477  		
STATISTIC 94                          95                    0                   95                   95                   95                   95                   95  		                 128                    0                  128                  128                  128                  128                  128  		                   1                    0                    1                    1                    1                    1                    1  		            29737.73   102.09906607308957                29562                29734                29983                29656                29812  		            10559.29    40.95656605517416                10449                10561                10694                10533                10587  		
STATISTIC 95                          96                    0                   96                   96                   96                   96                   96  		                 128                    0                  128                  128                  128                  128                  128  		                   1                    0                    1                    1                    1                    1                    1  		            29978.61   120.26182673495839                29765                29968                30249                29875                30062  		            10670.01   41.662301589507294                10557                10670                10805                10641                10703  		
STATISTIC 96                          97                    0                   97                   97                   97                   97                   97  		                 128                    0                  128                  128                  128                  128                  128  		                   1                    0                    1                    1                    1                    1                    1  		            30254.45   126.11557750289569                30046                30265                30577                30156                30312  		            10781.39    41.94775369925413                10674                10780                10912                10752                10812  		
STATISTIC 97                          98                    0                   98                   98                   98                   98                   98  		                 128                    0                  128                  128                  128                  128                  128  		                   1                    0                    1                    1                    1                    1                    1  		            30600.94   111.19105588618513                30374                30609                30827                30515                30687  		            10892.22   42.882639938316146                10779                10891                11026                10861                10925  		
STATISTIC 98                          99                    0                   99                   99                   99                   99                   99  		                 128                    0                  128                  128                  128                  128                  128  		                   1                    0                    1                    1                    1                    1                    1  		            30871.25   103.55883264203888                30686                30858                31093                30796                30952  		            11003.32    43.03249418239509                10892                11002                11135                10970                11033  		
STATISTIC 99                         100                    0                  100                  100                  100                  100                  100  		                 128                    0                  128                  128                  128                  128                  128  		                   1                    0                    1                    1                    1                    1                    1  		            31175.44   143.82419964677098                30936                31108                31389                31061                31327  		            11114.41    43.47647570122645                11009                11112                11249                11080                11145  		
#::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::
#128SimplePopulation  1 Individuals  com.evolutionary.problem.bits.OneMax  genome size : 128
#0	                 128 = 11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111	(OneMax) OPTIMUM 
#
#::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::
#OneMax(128) : MAXIMIZE
#
#Parameters <SIZE>
#           <SIZE>  size of genome
#
#Count the number of ones in the genome
#::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::
#
# Build at 2020/01/15 06:38:04:408 - MuGA - Multiset Genetic Algorithm  - (c) M@nso 2020

