                    ____________________________________________________________________BestFitness____________________________________________________________________ 		____________________________________________________________________Generation_____________________________________________________________________ 		____________________________________________________________________Individuals____________________________________________________________________ 		____________________________________________________________________SucessRate_____________________________________________________________________ 		_______________________________________________________________________Time________________________________________________________________________ 		___________________________________________________________________FunctionCalls___________________________________________________________________ 		
                                    MEAN                  STD                  MIN               MEDIAN                  MAX                   Q1                   Q3  		                MEAN                  STD                  MIN               MEDIAN                  MAX                   Q1                   Q3  		                MEAN                  STD                  MIN               MEDIAN                  MAX                   Q1                   Q3  		                MEAN                  STD                  MIN               MEDIAN                  MAX                   Q1                   Q3  		                MEAN                  STD                  MIN               MEDIAN                  MAX                   Q1                   Q3  		                MEAN                  STD                  MIN               MEDIAN                  MAX                   Q1                   Q3  		
STATISTIC 66          126.08763454744785   1.3697859396582677   123.46295322245493   126.19317836586937                  128   125.10669749229854   127.07062004072462  		                 119                    0                  119                  119                  119                  119                  119  		               115.4    13.80177122288615                   83                  121                  127                  114                  124  		                 0.1  0.31622776601683794                    0                    0                    1                    0                    0  		              9741.8    79.73121513353045                 9554                 9757                 9840                 9713                 9791  		             12313.2   241.59047074656104                11926                12415                12591                12085                12543  		
STATISTIC 67          126.21921483423257    1.327637231742972   123.46295322245493   126.42250036014558                  128   126.02764133137862   127.07062004072462  		                 121                    0                  121                  121                  121                  121                  121  		               118.4    7.530677998102857                  100                  121                  127                  118                  121  		                 0.1  0.31622776601683794                    0                    0                    1                    0                    0  		              9881.8    79.73121513353045                 9694                 9897                 9980                 9853                 9931  		             12503.5   238.91618707078942                12121                12603                12783                12281                12738  		
STATISTIC 68          126.33607963587747   1.3244289255816766   123.46295322245493   127.04874786508591                  128   126.02764133137862   127.07062004072462  		                 123                    0                  123                  123                  123                  123                  123  		               118.3     9.34582497398946                  100                  123                  127                  112                  125  		                 0.1  0.31622776601683794                    0                    0                    1                    0                    0  		              9910.6    76.06605316724271                 9726                 9929                 9996                 9885                 9963  		             12685.2    240.4471759959635                12306                12773                12968                12465                12913  		
STATISTIC 69          126.39152844083787   1.3886269289333548   123.46295322245493   127.05948005243151                  128   126.02764133137862   127.25340159799418  		                 125                    0                  125                  125                  125                  125                  125  		               114.2   12.734903917100374                   92                  119                  127                  108                  122  		                 0.1  0.31622776601683794                    0                    0                    1                    0                    0  		             10055.4    80.78118592839147                 9866                10069                10152                10025                10110  		             12872.7   244.07105067534573                12483                12951                13155                12640                13102  		
STATISTIC 70          126.42408272931883   1.3507972357280729   123.46295322245493   127.05948005243151                  128   126.07966362973285   127.25340159799418  		                 127                    0                  127                  127                  127                  127                  127  		               114.8   11.193251935380063                   89                  121                  122                  112                  121  		                 0.1  0.31622776601683794                    0                    0                    1                    0                    0  		             10172.9    80.84615018661897                 9976                10179                10262                10149                10219  		             13058.8   243.37296480913693                12669                13121                13344                12817                13273  		
STATISTIC 71          126.46293769240847   1.2547970293462891    123.8939610676207   127.05948005243151                  128   126.07966362973285   127.25340159799418  		                 128                    0                  128                  128                  128                  128                  128  		                 117    9.955456348712053                   92                  119                  129                  117                  119  		                 0.1  0.31622776601683794                    0                    0                    1                    0                    0  		               10221    75.00222218930138                10038                10241                10308                10197                10266  		             13151.1   247.09712440435135                12752                13213                13448                12908                13360  		
STATISTIC 72          126.53030676618809   1.1749900241417446    123.8939610676207   127.05948005243151                  128   126.07966362973285   127.25340159799418  		                 130                    0                  130                  130                  130                  130                  130  		               118.1   11.589746426139856                   87                  122                  130                  118                  123  		                 0.1  0.31622776601683794                    0                    0                    1                    0                    0  		             10381.9    77.42731358441597                10194                10397                10465                10353                10431  		             13337.8    249.0295832493054                12939                13392                13645                13092                13546  		
STATISTIC 73          126.53030676618809   1.1749900241417446    123.8939610676207   127.05948005243151                  128   126.07966362973285   127.25340159799418  		                 132                    0                  132                  132                  132                  132                  132  		               118.1    7.964504588066522                   97                  121                  124                  118                  123  		                 0.1  0.31622776601683794                    0                    0                    1                    0                    0  		             10524.4    75.14903710486499                10335                10538                10605                10509                10572  		             13523.4   252.99942907271887                13114                13593                13841                13279                13733  		
STATISTIC 74          126.61085452932852   1.0589134134270368    124.4539096334467   127.07062004072462                  128   126.07966362973285   127.25340159799418  		                 134                    0                  134                  134                  134                  134                  134  		               118.8    5.266244708835128                  110                  120                  129                  114                  121  		                 0.2   0.4216370213557839                    0                    0                    1                    0                    0  		             10685.2    77.40054550475628                10507                10710                10777                10650                10728  		             13709.4   253.45444473428782                13299                13786                14044                13465                13907  		
STATISTIC 75          126.77166811153184   1.1091070309760118    124.4539096334467   127.07062004072462                  128   126.07966362973285   127.53102411854627  		                 136                    0                  136                  136                  136                  136                  136  		               119.3    8.097324661063512                  100                  120                  129                  116                  125  		                 0.3  0.48304589153964794                    0                    0                    1                    0                    1  		             10775.8    72.41822974907218                10601                10805                10828                10766                10822  		             13892.8   252.70043749685223                13471                13963                14234                13664                14072  		
STATISTIC 76           126.7544671846642   1.0991306917932302    124.4539096334467   127.07062004072462                  128   126.07966362973285   127.53102411854627  		                 137                    0                  137                  137                  137                  137                  137  		               118.4    7.848566748139392                  102                  121                  129                  114                  123  		                 0.3  0.48304589153964794                    0                    0                    1                    0                    1  		             10891.4     74.6982076239639                10710                10897                10980                10869                10938  		             13986.8   252.09469120416387                13572                14064                14333                13758                14166  		
STATISTIC 77          126.75450204970625   1.0991418400954527    124.4539096334467    127.0709686911452                  128   126.07966362973285   127.53102411854627  		                 139                    0                  139                  139                  139                  139                  139  		               120.6    4.033195589934366                  112                  121                  127                  118                  123  		                 0.3  0.48304589153964794                    0                    0                    1                    0                    1  		               11018    71.85479184515889                10851                11038                11105                10994                11056  		             14168.7    256.2347231218336                13739                14243                14530                13940                14350  		
STATISTIC 78          126.82077225382318    1.156108878445856   124.45039184694781    127.0709686911452                  128   126.07966362973285                  128  		                 141                    0                  141                  141                  141                  141                  141  		               119.4    3.949683531626218                  114                  119                  126                  116                  123  		                 0.3  0.48304589153964794                    0                    0                    1                    0                    1  		             11171.4    79.79028066688001                10976                11188                11262                11149                11219  		             14356.8   259.35938172520054                13919                14432                14722                14148                14540  		
STATISTIC 79          126.91402716335854     1.21351830450946    124.4539096334467   127.45064554420844                  128   126.07966362973285                  128  		                 143                    0                  143                  143                  143                  143                  143  		               121.8    4.685675570881557                  115                  124                  127                  117                  126  		                 0.4   0.5163977794943222                    0                    0                    1                    0                    1  		             11209.8    79.73121513344739                11022                11225                11308                11181                11259  		             14544.5    264.1027788149488                14096                14625                14922                14349                14736  		
STATISTIC 80          126.91402716335854     1.21351830450946    124.4539096334467   127.45064554420844                  128   126.07966362973285                  128  		                 145                    0                  145                  145                  145                  145                  145  		               119.9    5.606543795720558                  110                  122                  128                  115                  123  		                 0.4   0.5163977794943222                    0                    0                    1                    0                    1  		             11352.4    79.22569729022085                11163                11366                11449                11326                11400  		             14730.1    261.5693874375498                14283                14825                15103                14533                14918  		
STATISTIC 81          126.91402716335854     1.21351830450946    124.4539096334467   127.45064554420844                  128   126.07966362973285                  128  		                 146                    0                  146                  146                  146                  146                  146  		               119.1    5.665686189686061                  109                  119                  127                  118                  122  		                 0.4   0.5163977794943222                    0                    0                    1                    0                    1  		             11372.8    85.39945355010224                11179                11382                11480                11338                11431  		             14819.4    262.8185685982073                14377                14917                15197                14622                15011  		
STATISTIC 82          126.96896260893769   1.2523240067933157    124.4539096334467                  128                  128   126.07966362973285                  128  		                 148                    0                  148                  148                  148                  148                  148  		               120.1   4.8407988321487485                  115                  120                  129                  117                  123  		                 0.5   0.5270462766947299                    0                    1                    1                    0                    1  		             11508.4    79.33781499952897                11319                11522                11605                11478                11556  		             15009.7    258.1240227315166                14568                15110                15375                14826                15203  		
STATISTIC 83          126.97416483877312   1.2480800836459183    124.4539096334467                  128                  128   126.07966362973285                  128  		                 150                    0                  150                  150                  150                  150                  150  		               120.9    4.794672969962419                  115                  120                  128                  118                  125  		                 0.5   0.5270462766947299                    0                    1                    1                    0                    1  		             11650.8    75.42148235078255                11475                11663                11746                11619                11697  		             15195.2   255.25708173871922                14760                15304                15554                15017                15377  		
STATISTIC 84          126.97416483877312   1.2480800836459183    124.4539096334467                  128                  128   126.07966362973285                  128  		                 152                    0                  152                  152                  152                  152                  152  		               121.5    4.222953153106642                  115                  121                  128                  119                  125  		                 0.5   0.5270462766947299                    0                    1                    1                    0                    1  		             11678.8    79.73121513344739                11491                11694                11777                11650                11728  		               15379    256.9976221247539                14934                15487                15745                15202                15562  		
STATISTIC 85          126.97416483877312   1.2480800836459183    124.4539096334467                  128                  128   126.07966362973285                  128  		                 154                    0                  154                  154                  154                  154                  154  		               120.8    3.552776691859885                  115                  122                  127                  118                  123  		                 0.5   0.5270462766947299                    0                    1                    1                    0                    1  		             11834.8    79.73121513344739                11647                11850                11933                11806                11884  		             15560.6    256.5294871506751                15110                15681                15914                15379                15746  		
STATISTIC 86          126.97416483877312   1.2480800836459183    124.4539096334467                  128                  128   126.07966362973285                  128  		                 155                    0                  155                  155                  155                  155                  155  		               120.6    3.306559138036501                  113                  121                  125                  120                  123  		                 0.5   0.5270462766947299                    0                    1                    1                    0                    1  		             11936.8    81.27702969194284                11741                11944                12027                11915                11985  		             15654.5   255.61179332904203                15211                15770                16014                15468                15838  		
STATISTIC 87          126.97416483877312   1.2480800836459183    124.4539096334467                  128                  128   126.07966362973285                  128  		                 157                    0                  157                  157                  157                  157                  157  		               122.1     3.38132124077744                  116                  123                  127                  121                  125  		                 0.5   0.5270462766947299                    0                    1                    1                    0                    1  		             12102.4    80.78118592847345                11913                12116                12199                12072                12157  		             15834.3    260.4551784856454                15389                15952                16207                15641                16021  		
STATISTIC 88          126.97416483877312   1.2480800836459183    124.4539096334467                  128                  128   126.07966362973285                  128  		                 159                    0                  159                  159                  159                  159                  159  		               119.6    4.247875285886321                  114                  120                  127                  117                  122  		                 0.5   0.5270462766947299                    0                    1                    1                    0                    1  		             12138.1    80.04228049398182                11944                12170                12230                12103                12181  		             16018.3    267.7362093138826                15563                16144                16398                15822                16199  		
STATISTIC 89          127.05400491646901    1.083650571457282   125.25231041040547                  128                  128   126.07966362973285                  128  		                 161                    0                  161                  161                  161                  161                  161  		               121.7    5.056349144063067                  115                  122                  129                  116                  126  		                 0.5   0.5270462766947299                    0                    1                    1                    0                    1  		             12287.8    79.73121513344739                12100                12303                12386                12259                12337  		             16202.3   272.27888072503583                15728                16336                16581                16011                16380  		
STATISTIC 90          126.99241479865945    1.207818024462651   124.63640923231006                  128                  128   126.07966362973285                  128  		                 163                    0                  163                  163                  163                  163                  163  		               121.8    3.675746333890814                  118                  121                  128                  118                  125  		                 0.5   0.5270462766947299                    0                    1                    1                    0                    1  		             12443.2     77.6756790192433                12257                12460                12527                12416                12494  		             16385.9   269.42137587390573                15930                16516                16769                16191                16570  		
STATISTIC 91          127.05400491646901    1.083650571457282   125.25231041040547                  128                  128   126.07966362973285                  128  		                 164                    0                  164                  164                  164                  164                  164  		               121.7   4.7387293186629895                  114                  122                  129                  117                  125  		                 0.5   0.5270462766947299                    0                    1                    1                    0                    1  		             12475.5    86.88977692072487                12319                12475                12645                12431                12509  		             16475.5   270.89778720231567                16019                16620                16854                16275                16655  		
STATISTIC 92          127.05400491646901    1.083650571457282   125.25231041040547                  128                  128   126.07966362973285                  128  		                 166                    0                  166                  166                  166                  166                  166  		               121.4    3.272783388968855                  118                  121                  128                  119                  124  		                 0.5   0.5270462766947299                    0                    1                    1                    0                    1  		             12638.2    72.47344341197956                12444                12660                12688                12647                12681  		             16656.3   271.52820602408156                16192                16814                17036                16447                16823  		
STATISTIC 93          127.05400491646901    1.083650571457282   125.25231041040547                  128                  128   126.07966362973285                  128  		                 168                    0                  168                  168                  168                  168                  168  		               121.6    4.599516882842687                  111                  123                  128                  120                  124  		                 0.5   0.5270462766947299                    0                    1                    1                    0                    1  		             12725.8    79.73121513344739                12538                12741                12824                12697                12775  		             16838.6     279.967140929093                16361                17010                17224                16622                17014  		
STATISTIC 94          127.05400491646901    1.083650571457282   125.25231041040547                  128                  128   126.07966362973285                  128  		                 170                    0                  170                  170                  170                  170                  170  		               124.1    5.108815909777857                  112                  125                  129                  123                  129  		                 0.5   0.5270462766947299                    0                    1                    1                    0                    1  		             12872.8    79.58056714208608                12679                12882                12965                12852                12922  		             17018.5   281.30657455681495                16549                17197                17407                16795                17203  		
STATISTIC 95          127.05400491646901    1.083650571457282   125.25231041040547                  128                  128   126.07966362973285                  128  		                 172                    0                  172                  172                  172                  172                  172  		               121.6    4.599516882842687                  113                  125                  127                  119                  125  		                 0.5   0.5270462766947299                    0                    1                    1                    0                    1  		             12897.8    79.73121513344739                12710                12913                12996                12869                12947  		             17199.8   285.97194889629463                16729                17384                17587                16961                17393  		
STATISTIC 96          127.05400491646901    1.083650571457282   125.25231041040547                  128                  128   126.07966362973285                  128  		                 173                    0                  173                  173                  173                  173                  173  		               123.8   3.2591750830881834                  120                  124                  129                  121                  126  		                 0.5   0.5270462766947299                    0                    1                    1                    0                    1  		             13028.8    79.58056714208608                12835                13038                13121                13008                13078  		             17289.3    286.6651356548079                16814                17472                17673                17050                17482  		
STATISTIC 97          127.05400491646901    1.083650571457282   125.25231041040547                  128                  128   126.07966362973285                  128  		                 175                    0                  175                  175                  175                  175                  175  		               122.7    2.584139659108699                  119                  124                  126                  121                  125  		                 0.5   0.5270462766947299                    0                    1                    1                    0                    1  		               13166    79.19876542247641                12975                13178                13261                13138                13212  		             17471.3   283.13838391223794                17002                17654                17845                17232                17668  		
STATISTIC 98          127.05400491646901    1.083650571457282   125.25231041040547                  128                  128   126.07966362973285                  128  		                 177                    0                  177                  177                  177                  177                  177  		               124.6   3.5339622081861943                  119                  126                  131                  122                  126  		                 0.5   0.5270462766947299                    0                    1                    1                    0                    1  		             13288.1    66.03441863494402                13116                13308                13353                13275                13319  		             17651.9   279.48661267881374                17199                17821                18032                17404                17849  		
STATISTIC 99          127.05400491646901    1.083650571457282   125.25231041040547                  128                  128   126.07966362973285                  128  		                 179                    0                  179                  179                  179                  179                  179  		               123.5   2.3687784005919825                  121                  123                  128                  122                  124  		                 0.5   0.5270462766947299                    0                    1                    1                    0                    1  		             13484.8    85.56323197878906                13288                13506                13589                13447                13540  		             17831.7    277.7885086815957                17378                18005                18204                17582                18040  		
STATISTIC 100         127.05400491646901    1.083650571457282   125.25231041040547                  128                  128   126.07966362973285                  128  		                 181                    0                  181                  181                  181                  181                  181  		               122.2    4.315347288715344                  112                  123                  128                  122                  124  		                 0.5   0.5270462766947299                    0                    1                    1                    0                    1  		             13516.4    85.48580129023075                13319                13538                13621                13482                13572  		             18014.9    280.3444111961205                17565                18193                18390                17751                18222  		
STATISTIC 101         127.05400491646901    1.083650571457282   125.25231041040547                  128                  128   126.07966362973285                  128  		                 182                    0                  182                  182                  182                  182                  182  		               122.2    4.263540521418604                  117                  122                  130                  118                  126  		                 0.5   0.5270462766947299                    0                    1                    1                    0                    1  		             13620.9     79.4920680879513                13428                13625                13730                13603                13672  		             18108.5   284.19173887438114                17664                18287                18497                17839                18321  		
STATISTIC 102         127.05400491646901    1.083650571457282   125.25231041040547                  128                  128   126.07966362973285                  128  		                 184                    0                  184                  184                  184                  184                  184  		               123.8     4.77958622104938                  117                  123                  132                  121                  128  		                 0.5   0.5270462766947299                    0                    1                    1                    0                    1  		             13795.8    81.27702969194284                13600                13803                13886                13774                13844  		             18290.8   287.02527956802084                17850                18460                18681                18023                18522  		
STATISTIC 103         127.14694291239653   1.0292927947693384   125.25231041040547                  128                  128   126.07966362973285                  128  		                 186                    0                  186                  186                  186                  186                  186  		                 123   3.0550504633038935                  117                  124                  128                  123                  124  		                 0.5   0.5270462766947299                    0                    1                    1                    0                    1  		             13950.8    79.58056714208608                13757                13960                14043                13930                14000  		             18472.4     282.715876219708                18040                18637                18854                18209                18704  		
STATISTIC 104         127.14694291239653   1.0292927947693384   125.25231041040547                  128                  128   126.07966362973285                  128  		                 188                    0                  188                  188                  188                  188                  188  		               123.9   2.8848262031223952                  119                  124                  130                  123                  125  		                 0.5   0.5270462766947299                    0                    1                    1                    0                    1  		               14127    75.00222218930138                13944                14147                14214                14103                14172  		             18653.5   288.55896759202926                18205                18815                19042                18394                18890  		
STATISTIC 105         127.14694291239653   1.0292927947693384   125.25231041040547                  128                  128   126.07966362973285                  128  		                 190                    0                  190                  190                  190                  190                  190  		               124.7    3.465704994818768                  118                  126                  129                  123                  127  		                 0.5   0.5270462766947299                    0                    1                    1                    0                    1  		             14183.6    68.10482117058427                14007                14197                14246                14166                14225  		             18835.6    292.5649785375503                18381                19001                19229                18575                19078  		
STATISTIC 106         127.14694291239653   1.0292927947693384   125.25231041040547                  128                  128   126.07966362973285                  128  		                 191                    0                  191                  191                  191                  191                  191  		               124.2    3.425395354310796                  118                  125                  129                  121                  127  		                 0.5   0.5270462766947299                    0                    1                    1                    0                    1  		             14272.8    79.73121513344739                14085                14288                14371                14244                14322  		             18926.7   290.59022312832064                18474                19101                19312                18673                19159  		
STATISTIC 107         127.14694291239653   1.0292927947693384   125.25231041040547                  128                  128   126.07966362973285                  128  		                 193                    0                  193                  193                  193                  193                  193  		                 123    2.788866755113585                  117                  123                  128                  122                  124  		                 0.5   0.5270462766947299                    0                    1                    1                    0                    1  		             14408.5    81.43470458662641                14210                14422                14511                14384                14453  		             19110.8    291.5844836597114                18660                19288                19498                18851                19343  		
STATISTIC 108         127.14694291239653   1.0292927947693384   125.25231041040547                  128                  128   126.07966362973285                  128  		                 195                    0                  195                  195                  195                  195                  195  		               124.1   3.1428932176860753                  119                  125                  129                  122                  126  		                 0.5   0.5270462766947299                    0                    1                    1                    0                    1  		             14549.3    87.68637294351616                14366                14563                14668                14509                14610  		             19290.5    293.7664416202474                18836                19464                19688                19034                19529  		
STATISTIC 109         127.14694291239653   1.0292927947693384   125.25231041040547                  128                  128   126.07966362973285                  128  		                 197                    0                  197                  197                  197                  197                  197  		               124.3    4.321779468896859                  119                  126                  131                  120                  127  		                 0.5   0.5270462766947299                    0                    1                    1                    0                    1  		             14603.8    80.38490737273221                14413                14616                14699                14576                14665  		             19472.4   294.56227411762006                19014                19649                19865                19207                19701  		
STATISTIC 110         127.14694291239653   1.0292927947693384   125.25231041040547                  128                  128   126.07966362973285                  128  		                 199                    0                  199                  199                  199                  199                  199  		               124.2    3.326659986633337                  120                  124                  130                  121                  127  		                 0.5   0.5270462766947299                    0                    1                    1                    0                    1  		             14781.9    56.72242354963273                14663                14797                14855                14750                14826  		               19650    292.6977963702494                19196                19822                20038                19379                19883  		
STATISTIC 111         127.21900943843289     0.89886495347578   125.97297567076888                  128                  128   126.07966362973285                  128  		                 200                    0                  200                  200                  200                  200                  200  		               121.5   3.3082388735465345                  116                  121                  126                  119                  125  		                 0.5   0.5270462766947299                    0                    1                    1                    0                    1  		             14886.6    76.18282104407015                14710                14897                14980                14853                14938  		             19742.6    293.7562103362612                19286                19918                20133                19475                19965  		
STATISTIC 112         127.21900943843289     0.89886495347578   125.97297567076888                  128                  128   126.07966362973285                  128  		                 202                    0                  202                  202                  202                  202                  202  		               124.3   2.6267851073128625                  120                  125                  128                  122                  126  		                 0.5   0.5270462766947299                    0                    1                    1                    0                    1  		             14984.9    75.35759196442827                14819                15000                15082                14946                15047  		             19929.1    294.6064983819934                19472                20114                20309                19660                20151  		
STATISTIC 113         127.21900943843289     0.89886495347578   125.97297567076888                  128                  128   126.07966362973285                  128  		                 204                    0                  204                  204                  204                  204                  204  		               123.5    4.169998667732268                  116                  126                  127                  122                  127  		                 0.5   0.5270462766947299                    0                    1                    1                    0                    1  		             15037.8    79.73121513344739                14850                15053                15136                15009                15087  		               20111   299.40199657910694                19648                20313                20488                19833                20324  		
STATISTIC 114         127.23963425270321   0.8968882032108191   125.97297567076888                  128                  128   126.07966362973285                  128  		                 206                    0                  206                  206                  206                  206                  206  		               122.9    4.886489310105684                  112                  125                  128                  119                  126  		                 0.5   0.5270462766947299                    0                    1                    1                    0                    1  		             15068.8    79.73121513344739                14881                15084                15167                15040                15118  		             20294.4   297.08517297234914                19845                20493                20660                20009                20508  		
