Statistic ; Generation ; Individuals ; SucessRate ; Time ; FunctionCalls
0 ; 0,000000 ; 64,000000 ; 0,000000 ; 0,000000 ; 0,000000 ; 
1 ; 1,000000 ; 64,000000 ; 0,000000 ; 0,000000 ; 110,000000 ; 
2 ; 2,000000 ; 64,000000 ; 0,000000 ; 1406,000000 ; 220,000000 ; 
3 ; 3,000000 ; 64,000000 ; 0,000000 ; 1734,000000 ; 340,000000 ; 
4 ; 4,000000 ; 64,000000 ; 0,000000 ; 2436,000000 ; 453,000000 ; 
5 ; 5,000000 ; 64,000000 ; 0,000000 ; 2812,000000 ; 548,000000 ; 
6 ; 6,000000 ; 64,000000 ; 0,000000 ; 3022,000000 ; 662,000000 ; 
7 ; 7,000000 ; 64,000000 ; 0,000000 ; 3413,000000 ; 770,000000 ; 
8 ; 8,000000 ; 64,000000 ; 0,000000 ; 3855,000000 ; 885,000000 ; 
9 ; 9,000000 ; 64,000000 ; 0,000000 ; 4136,000000 ; 999,000000 ; 
10 ; 10,000000 ; 64,000000 ; 0,000000 ; 4386,000000 ; 1104,000000 ; 
11 ; 11,000000 ; 64,000000 ; 0,000000 ; 4605,000000 ; 1216,000000 ; 
12 ; 12,000000 ; 64,000000 ; 0,000000 ; 5152,000000 ; 1335,000000 ; 
13 ; 13,000000 ; 64,000000 ; 0,000000 ; 5558,000000 ; 1444,000000 ; 
14 ; 14,000000 ; 64,000000 ; 0,000000 ; 5824,000000 ; 1563,000000 ; 
15 ; 15,000000 ; 64,000000 ; 0,000000 ; 5933,000000 ; 1672,000000 ; 
16 ; 16,000000 ; 64,000000 ; 0,000000 ; 6433,000000 ; 1786,000000 ; 
17 ; 17,000000 ; 64,000000 ; 0,000000 ; 6742,000000 ; 1900,000000 ; 
18 ; 18,000000 ; 64,000000 ; 0,000000 ; 6852,000000 ; 2004,000000 ; 
19 ; 19,000000 ; 64,000000 ; 0,000000 ; 7157,000000 ; 2118,000000 ; 
20 ; 20,000000 ; 64,000000 ; 0,000000 ; 7628,000000 ; 2233,000000 ; 
21 ; 21,000000 ; 64,000000 ; 0,000000 ; 7987,000000 ; 2345,000000 ; 
22 ; 22,000000 ; 64,000000 ; 0,000000 ; 8081,000000 ; 2456,000000 ; 
23 ; 23,000000 ; 64,000000 ; 0,000000 ; 8393,000000 ; 2568,000000 ; 
24 ; 24,000000 ; 64,000000 ; 0,000000 ; 8831,000000 ; 2682,000000 ; 
25 ; 25,000000 ; 64,000000 ; 0,000000 ; 9112,000000 ; 2789,000000 ; 
26 ; 26,000000 ; 64,000000 ; 0,000000 ; 9460,000000 ; 2912,000000 ; 
27 ; 27,000000 ; 64,000000 ; 0,000000 ; 9679,000000 ; 3029,000000 ; 
28 ; 28,000000 ; 64,000000 ; 0,000000 ; 9882,000000 ; 3132,000000 ; 
29 ; 29,000000 ; 64,000000 ; 0,000000 ; 10194,000000 ; 3243,000000 ; 
30 ; 30,000000 ; 64,000000 ; 0,000000 ; 10583,000000 ; 3344,000000 ; 
31 ; 31,000000 ; 64,000000 ; 0,000000 ; 10740,000000 ; 3453,000000 ; 
32 ; 32,000000 ; 64,000000 ; 0,000000 ; 11036,000000 ; 3566,000000 ; 
33 ; 33,000000 ; 64,000000 ; 0,000000 ; 11349,000000 ; 3681,000000 ; 
34 ; 34,000000 ; 64,000000 ; 0,000000 ; 11614,000000 ; 3797,000000 ; 
35 ; 35,000000 ; 64,000000 ; 0,000000 ; 11927,000000 ; 3912,000000 ; 
36 ; 36,000000 ; 64,000000 ; 0,000000 ; 12146,000000 ; 4019,000000 ; 
37 ; 37,000000 ; 64,000000 ; 0,000000 ; 12443,000000 ; 4132,000000 ; 
38 ; 38,000000 ; 64,000000 ; 0,000000 ; 12947,000000 ; 4249,000000 ; 
39 ; 39,000000 ; 64,000000 ; 0,000000 ; 13129,000000 ; 4372,000000 ; 
40 ; 40,000000 ; 64,000000 ; 0,000000 ; 13410,000000 ; 4488,000000 ; 
41 ; 41,000000 ; 64,000000 ; 0,000000 ; 13739,000000 ; 4594,000000 ; 
42 ; 42,000000 ; 64,000000 ; 0,000000 ; 13848,000000 ; 4704,000000 ; 
43 ; 43,000000 ; 64,000000 ; 1,000000 ; 14382,000000 ; 4816,000000 ; 
44 ; 44,000000 ; 64,000000 ; 1,000000 ; 14665,000000 ; 4932,000000 ; 
45 ; 45,000000 ; 64,000000 ; 1,000000 ; 14766,000000 ; 5045,000000 ; 
46 ; 46,000000 ; 64,000000 ; 1,000000 ; 15188,000000 ; 5148,000000 ; 
47 ; 47,000000 ; 64,000000 ; 1,000000 ; 15613,000000 ; 5260,000000 ; 
48 ; 48,000000 ; 64,000000 ; 1,000000 ; 15710,000000 ; 5373,000000 ; 
49 ; 49,000000 ; 64,000000 ; 1,000000 ; 16149,000000 ; 5493,000000 ; 
50 ; 50,000000 ; 64,000000 ; 1,000000 ; 16433,000000 ; 5605,000000 ; 
51 ; 51,000000 ; 64,000000 ; 1,000000 ; 16792,000000 ; 5716,000000 ; 
52 ; 52,000000 ; 64,000000 ; 1,000000 ; 17064,000000 ; 5827,000000 ; 
53 ; 53,000000 ; 64,000000 ; 1,000000 ; 17215,000000 ; 5943,000000 ; 
54 ; 54,000000 ; 64,000000 ; 1,000000 ; 17527,000000 ; 6053,000000 ; 
55 ; 55,000000 ; 64,000000 ; 1,000000 ; 17979,000000 ; 6163,000000 ; 
56 ; 56,000000 ; 64,000000 ; 1,000000 ; 18140,000000 ; 6274,000000 ; 
57 ; 57,000000 ; 64,000000 ; 1,000000 ; 18431,000000 ; 6395,000000 ; 
58 ; 58,000000 ; 64,000000 ; 1,000000 ; 18727,000000 ; 6505,000000 ; 
59 ; 59,000000 ; 64,000000 ; 1,000000 ; 19149,000000 ; 6618,000000 ; 
60 ; 60,000000 ; 64,000000 ; 1,000000 ; 19243,000000 ; 6723,000000 ; 
61 ; 61,000000 ; 64,000000 ; 1,000000 ; 19743,000000 ; 6833,000000 ; 
62 ; 62,000000 ; 64,000000 ; 1,000000 ; 20118,000000 ; 6942,000000 ; 
63 ; 63,000000 ; 64,000000 ; 1,000000 ; 20446,000000 ; 7050,000000 ; 
64 ; 64,000000 ; 64,000000 ; 1,000000 ; 20587,000000 ; 7161,000000 ; 
65 ; 65,000000 ; 64,000000 ; 1,000000 ; 21352,000000 ; 7265,000000 ; 
66 ; 66,000000 ; 64,000000 ; 1,000000 ; 21571,000000 ; 7373,000000 ; 
67 ; 67,000000 ; 64,000000 ; 1,000000 ; 21977,000000 ; 7479,000000 ; 
68 ; 68,000000 ; 64,000000 ; 1,000000 ; 22055,000000 ; 7588,000000 ; 
69 ; 69,000000 ; 64,000000 ; 1,000000 ; 22540,000000 ; 7706,000000 ; 
70 ; 70,000000 ; 64,000000 ; 1,000000 ; 22852,000000 ; 7817,000000 ; 
71 ; 71,000000 ; 64,000000 ; 1,000000 ; 23165,000000 ; 7929,000000 ; 
72 ; 72,000000 ; 64,000000 ; 1,000000 ; 23196,000000 ; 8038,000000 ; 
73 ; 73,000000 ; 64,000000 ; 1,000000 ; 23540,000000 ; 8148,000000 ; 
74 ; 74,000000 ; 64,000000 ; 1,000000 ; 23946,000000 ; 8263,000000 ; 
75 ; 75,000000 ; 64,000000 ; 1,000000 ; 24211,000000 ; 8376,000000 ; 
76 ; 76,000000 ; 64,000000 ; 1,000000 ; 24352,000000 ; 8492,000000 ; 
77 ; 77,000000 ; 64,000000 ; 1,000000 ; 24680,000000 ; 8601,000000 ; 
78 ; 78,000000 ; 64,000000 ; 1,000000 ; 24977,000000 ; 8714,000000 ; 
79 ; 79,000000 ; 64,000000 ; 1,000000 ; 25243,000000 ; 8821,000000 ; 
80 ; 80,000000 ; 64,000000 ; 1,000000 ; 25524,000000 ; 8933,000000 ; 
81 ; 81,000000 ; 64,000000 ; 1,000000 ; 26008,000000 ; 9053,000000 ; 
82 ; 82,000000 ; 64,000000 ; 1,000000 ; 26274,000000 ; 9169,000000 ; 
83 ; 83,000000 ; 64,000000 ; 1,000000 ; 26618,000000 ; 9277,000000 ; 
84 ; 84,000000 ; 64,000000 ; 1,000000 ; 26914,000000 ; 9390,000000 ; 
85 ; 85,000000 ; 64,000000 ; 1,000000 ; 27196,000000 ; 9487,000000 ; 
86 ; 86,000000 ; 64,000000 ; 1,000000 ; 27489,000000 ; 9599,000000 ; 
87 ; 87,000000 ; 64,000000 ; 1,000000 ; 27645,000000 ; 9706,000000 ; 
88 ; 88,000000 ; 64,000000 ; 1,000000 ; 28004,000000 ; 9828,000000 ; 
89 ; 89,000000 ; 64,000000 ; 1,000000 ; 28160,000000 ; 9939,000000 ; 
90 ; 90,000000 ; 64,000000 ; 1,000000 ; 28645,000000 ; 10050,000000 ; 
91 ; 91,000000 ; 64,000000 ; 1,000000 ; 28942,000000 ; 10164,000000 ; 
92 ; 92,000000 ; 64,000000 ; 1,000000 ; 29124,000000 ; 10265,000000 ; 
93 ; 93,000000 ; 64,000000 ; 1,000000 ; 29265,000000 ; 10373,000000 ; 
94 ; 94,000000 ; 64,000000 ; 1,000000 ; 29718,000000 ; 10491,000000 ; 
95 ; 95,000000 ; 64,000000 ; 1,000000 ; 29874,000000 ; 10604,000000 ; 
96 ; 96,000000 ; 64,000000 ; 1,000000 ; 30358,000000 ; 10715,000000 ; 
97 ; 97,000000 ; 64,000000 ; 1,000000 ; 30593,000000 ; 10820,000000 ; 
98 ; 98,000000 ; 64,000000 ; 1,000000 ; 30671,000000 ; 10932,000000 ; 
99 ; 99,000000 ; 64,000000 ; 1,000000 ; 30999,000000 ; 11045,000000 ; 
100 ; 100,000000 ; 64,000000 ; 1,000000 ; 31218,000000 ; 11154,000000 ; 
